,url
0,"https://www.google.com/maps/place/MINISTOP+Tr%C6%B0%C6%A1ng+V%C4%A9nh+K%C3%BD/@10.7943632,106.6282749,17z/data=!3m1!4b1!4m6!3m5!1s0x317529000c47913d:0xcea0eca8bf9ddacd!8m2!3d10.7943579!4d106.6308498!16s%2Fg%2F11y0dy1gr9?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
1,"https://www.google.com/maps/place/Ministop+-+318+Nguy%E1%BB%85n+Tr%C3%A3i/@10.7550554,106.6486337,14z/data=!4m10!1m2!2m1!1sMinistop+-++Nguy%E1%BB%85n+Tr%C3%A3i+2+!3m6!1s0x31752f0067d157b3:0xe0577ff0296c36cc!8m2!3d10.7560026!4d106.674836!15sCh1NaW5pc3RvcCAtICBOZ3V54buFbiBUcsOjaSAyICIDiAEBWhsiGW1pbmlzdG9wIG5ndXnhu4VuIHRyw6NpIDKSARFjb252ZW5pZW5jZV9zdG9yZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyczFabFJWZEhwWU1EQXdXbGR2ZUZneVVUVlZNV1J1WVVWa2VtSXdSUkFC4AEA-gEECCkQFA!16s%2Fg%2F11xvtqltwj?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
2,"https://www.google.com/maps/search/Ministop+-++L%C3%AA+V%C4%83n+S%E1%BB%B9+2+/@10.7890534,106.6731239,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
3,"https://www.google.com/maps/place/MINISTOP+S268+-+SCENIC+VALLEY+2/@10.7313421,106.714723,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f0051cd8381:0x85abd69c5c6fa519!8m2!3d10.7313368!4d106.7172979!16s%2Fg%2F11xz0js1mz?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
4,"https://www.google.com/maps/place/S267+Ministop/@10.8047421,106.6925644,17z/data=!3m1!4b1!4m6!3m5!1s0x317529004adb0c1f:0xa9619d04899e2cb0!8m2!3d10.8047368!4d106.6951393!16s%2Fg%2F11zhzcwjt6?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
5,"https://www.google.com/maps/place/MINISTOP+-+TR%E1%BA%A6N+QU%E1%BB%90C+HO%C3%80N/@10.8058881,106.6616727,17z/data=!3m1!4b1!4m6!3m5!1s0x317529002bc94a43:0x69381db8ded344c4!8m2!3d10.8058828!4d106.6642476!16s%2Fg%2F11xncrd93n?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
6,"https://www.google.com/maps/place/Mini+Stop/@10.8046445,106.7125333,17z/data=!4m10!1m2!2m1!1sministop+vo+oanh!3m6!1s0x317529001c2dce5d:0xd88915627ded901a!8m2!3d10.8046445!4d106.714722!15sChBtaW5pc3RvcCB2byBvYW5oIgOIAQGSARFjb252ZW5pZW5jZV9zdG9yZeABAA!16s%2Fg%2F11yjhkkj6k?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
7,"https://www.google.com/maps/place/MINISTOP+S264+-+T%C3%94+V%C4%A8NH+DI%E1%BB%86N/@10.8523976,106.7641949,17z/data=!3m1!4b1!4m6!3m5!1s0x3175270067c951e1:0x7c0e13de2d04a91!8m2!3d10.8523923!4d106.7667698!16s%2Fg%2F11xlpl0qd_?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
8,"https://www.google.com/maps/place/Ministop+-+S263+-+Ho%C3%A0ng+Vi%E1%BB%87t/@10.7945186,106.652622,16z/data=!4m10!1m2!2m1!1sMinistop+-++Ho%C3%A0ng+Vi%E1%BB%87t+3+!3m6!1s0x317529007611b5d1:0x528700dbb7bb77e7!8m2!3d10.7953043!4d106.6590358!15sChxNaW5pc3RvcCAtICBIb8OgbmcgVmnhu4d0IDMgIgOIAQFaGiIYbWluaXN0b3AgaG_DoG5nIHZp4buHdCAzkgEMb3V0bGV0X3N0b3JlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ3NE0wOVlSbkJqVldRelV6Sk9XbEl4YURCbGEwWlVXREo0UWxWclJSQULgAQD6AQQIABAi!16s%2Fg%2F11y7jz_j_q?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
9,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+261+-+%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+20/@10.8277355,106.6528064,12z/data=!4m7!3m6!1s0x317529004175dbe3:0xe58865645e8ed5a0!8m2!3d10.8277355!4d106.7228442!15sCh5NaW5pc3RvcCAtICDEkMaw4budbmcgc-G7kSAyMCAiA4gBAVocIhptaW5pc3RvcCDEkcaw4budbmcgc-G7kSAyMJIBDG91dGxldF9zdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSSWRtVnFNbGRSRUFF4AEA-gEECG4QJQ!16s%2Fg%2F11wc4j87ry?entry=tts&g_ep=EgoyMDI1MTAyOS4yIPu8ASoASAFQAw%3D%3D&skid=109155eb-7ae1-47a5-b019-c170c15e3d54"
10,"https://www.google.com/maps/place/Ministop/@10.787163,106.645133,21z/data=!4m15!1m8!3m7!1s0x31752eb3ff857ae9:0x261b1eeb624d4d05!2zxJDGsOG7nW5nIHPhu5EgMSwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5oLCBWaWV0bmFt!3b1!8m2!3d10.7870767!4d106.6451745!16s%2Fg%2F1tm089f5!3m5!1s0x31752f005633d0f9:0xa361ed6dd69a4e5c!8m2!3d10.7871236!4d106.6452212!16s%2Fg%2F11w37p8lly?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
11,"https://www.google.com/maps/place/CHTL+Ministop+-+S260+-+L%C3%BD+Ch%C3%ADnh+Th%E1%BA%AFng/@10.7789532,106.6792375,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f006ffb8135:0xcd8bf4d969c7c31f!8m2!3d10.7789479!4d106.6818124!16s%2Fg%2F11w4cb_56h?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
12,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+259+-+C%C6%B0+x%C3%A1+Ph%C3%BA+L%C3%A2m+D/@10.7377262,106.6272347,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f0067a8de63:0x712161c761860643!8m2!3d10.7377209!4d106.6298096!16s%2Fg%2F11wc9lm7rc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
13,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+S258+-+L%C3%AA+Minh+Xu%C3%A2n/@10.7870904,106.6514923,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f0078501f95:0x83a3d5ad6fab7638!8m2!3d10.7870851!4d106.6540672!16s%2Fg%2F11w3vbqzf9?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
14,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+S257+-+%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+29/@10.7568198,106.6091531,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d0009d9f3f5:0x7d10875e351a63b3!8m2!3d10.7568145!4d106.611728!16s%2Fg%2F11y6b46zks?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
15,"https://www.google.com/maps/place/CHTL+Ministop+-+S256+-+T%C3%A2n+S%C6%A1n+Nh%C3%AC/@10.7990691,106.491807,11z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgVMOibiBTxqFuIE5ow6wgMyA!3m6!1s0x3175290077e3f453:0x59a2d476e31264d7!8m2!3d10.7990691!4d106.6318827!15sCh1NaW5pc3RvcCAtICBUw6JuIFPGoW4gTmjDrCAzICIDiAEBWhsiGW1pbmlzdG9wIHTDom4gc8ahbiBuaMOsIDOSAQxvdXRsZXRfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZNWVZjeVgxQTJNRTE1VVdkUlJSQULgAQD6AQQIABA8!16s%2Fg%2F11vxygdcwx?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
16,"https://www.google.com/maps/place/MINISTOP+-+Tan+Ky+Tan+Quy/@10.803264,106.6221479,15z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgVMOibiBL4buzIFTDom4gUXXDvSAzIA!3m6!1s0x317529000bfa0347:0x3c73f3c990def354!8m2!3d10.803264!4d106.6309026!15sCiJNaW5pc3RvcCAtICBUw6JuIEvhu7MgVMOibiBRdcO9IDMgIgOIAQFaICIebWluaXN0b3AgdMOibiBr4buzIHTDom4gcXXDvSAzkgERY29udmVuaWVuY2Vfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnlMVFZwWWxkM0VBReABAPoBBAgAECo!16s%2Fg%2F11v_4pv2c9?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
17,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+S254+-+Celadon+City/@10.8042277,106.6142255,17z/data=!4m10!1m2!2m1!1sMinistop+-++Alnata+Plus+%E2%80%93+Celadon+City+!3m6!1s0x31752b005445caf1:0xb75d59c613fde84!8m2!3d10.8039193!4d106.6167408!15sCilNaW5pc3RvcCAtICBBbG5hdGEgUGx1cyDigJMgQ2VsYWRvbiBDaXR5ICIDiAEBkgEMb3V0bGV0X3N0b3Jl4AEA!16s%2Fg%2F11w3lspy4c?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
18,"https://www.google.com/maps/place/Ministop+Topaz+Home+2/@10.8648534,106.8082382,17z/data=!3m1!4b1!4m6!3m5!1s0x3175270004299aa7:0x6027059844f6f3b1!8m2!3d10.8648481!4d106.8108131!16s%2Fg%2F11w3bv9qcq?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
19,"https://www.google.com/maps/place/Ministop/@10.7805338,106.6665568,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f0058cc8acd:0xe2388717e1b34937!8m2!3d10.7805285!4d106.6691317!16s%2Fg%2F11vzgg48fb?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
20,"https://www.google.com/maps/place/Ministop+-+Westgate/@10.6844901,106.5370903,14z/data=!4m10!1m2!2m1!1sMinistop+-++Westgate+!3m6!1s0x317533000fa7efe7:0x6c66ad9c7427587c!8m2!3d10.6902398!4d106.5862555!15sChVNaW5pc3RvcCAtICBXZXN0Z2F0ZSAiA4gBAVoTIhFtaW5pc3RvcCB3ZXN0Z2F0ZZIBEWNvbnZlbmllbmNlX3N0b3Jl4AEA!16s%2Fg%2F11y43xgh7w?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
21,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+S249+-+Ch%C6%B0%C6%A1ng+D%C6%B0%C6%A1ng/@10.8518964,106.6158871,12z/data=!4m7!3m6!1s0x317527003eb8b265:0xb66c1c8a40cc9da4!8m2!3d10.8518964!4d106.7600827!15sCh9NaW5pc3RvcCAtICBDaMawxqFuZyBExrDGoW5nIDIgIgOIAQFaHSIbbWluaXN0b3AgY2jGsMahbmcgZMawxqFuZyAykgEMb3V0bGV0X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJJTVRZM1ZHVkJFQUXgAQD6AQQIABAc!16s%2Fg%2F11w91xtj68?entry=tts&g_ep=EgoyMDI1MTAyOS4yIPu8ASoASAFQAw%3D%3D&skid=aa4c734a-67a6-44c0-b162-478e7e948018"
22,"https://www.google.com/maps/place/Ministop+-+UOA+Tower/@10.7301259,106.7221183,17z/data=!3m1!4b1!4m6!3m5!1s0x31752500042a5461:0xebe8bf52a1f4bea1!8m2!3d10.7301206!4d106.7246932!16s%2Fg%2F11y3vq_2r4?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
23,"https://www.google.com/maps/place/Ministop+-+65bis+M%E1%BA%A1c+%C4%90%C4%A9nh+Chi/@10.7879076,106.4074664,11z/data=!4m7!3m6!1s0x31752f002457f085:0x951193ca4b0a3823!8m2!3d10.7879076!4d106.6958575!15sCh9NaW5pc3RvcCAtICBN4bqhYyDEkMSpbmggQ2hpIDIgIgOIAQFaHSIbbWluaXN0b3AgbeG6oWMgxJHEqW5oIGNoaSAykgERY29udmVuaWVuY2Vfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUk1ieTE2TTFkQkVBReABAPoBBAgAEDM!16s%2Fg%2F11vwrlsk_d?entry=tts&g_ep=EgoyMDI1MTAyOS4yIPu8ASoASAFQAw%3D%3D&skid=4ce678c4-cb2d-4ed9-ab8d-83c2259d0d43"
24,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+246+-+%C4%90i%E1%BB%87n+Bi%C3%AAn+Ph%E1%BB%A7/@10.7975135,106.7035872,21z/data=!4m15!1m8!3m7!1s0x317528b71b9d435b:0x619fe127943c7dd0!2zMTUzIMSQaeG7h24gQmnDqm4gUGjhu6csIFBoxrDhu51uZyAyLCBCw6xuaCBUaOG6oW5oLCBUaMOgbmggcGjhu5EgSOG7kyBDaMOtIE1pbmgsIFZpZXRuYW0!3b1!8m2!3d10.7975082!4d106.7037481!16s%2Fg%2F11lk04vly7!3m5!1s0x317529003a924565:0x20fa51ea59cde12d!8m2!3d10.7974295!4d106.7037547!16s%2Fg%2F11lnwmwb71?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
25,"https://www.google.com/maps/place/Ministop/@10.8063431,106.6966936,21z/data=!4m15!1m8!3m7!1s0x317528c12808ae23:0x71306324f85af8f!2zOTcgTMOqIFF1YW5nIMSQ4buLbmgsIFBoxrDhu51uZyAxNCwgQsOsbmggVGjhuqFuaCwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5oLCBWaWV0bmFt!3b1!8m2!3d10.8063378!4d106.6968545!16s%2Fg%2F11bw3_t78r!3m5!1s0x31752900179abc1b:0xcca34a06295501ee!8m2!3d10.8063378!4d106.6968545!16s%2Fg%2F11vwnh8zv7?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
26,"https://www.google.com/maps/place/MINISTOP+-+S243+-+An+D%C6%B0%C6%A1ng+V%C6%B0%C6%A1ng/@10.7532575,106.6244107,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d0059628c91:0x4c7b780104f45cfe!8m2!3d10.7532575!4d106.6244107!16s%2Fg%2F11vx25nyg4?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
27,"https://www.google.com/maps/place/MINISTOP+-+S242+-+H%C3%B2a+B%C3%ACnh/@10.769648,106.6152745,15z/data=!4m10!1m2!2m1!1sMinistop+-++H%C3%B2a+B%C3%ACnh+!3m6!1s0x31752f0035fb3deb:0xa7d4a050a5791453!8m2!3d10.769648!4d106.6332989!15sChdNaW5pc3RvcCAtICBIw7JhIELDrG5oICIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmXgAQA!16s%2Fg%2F11y45k6p0t?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
28,"https://www.google.com/maps/place/Ministop+-+C%C4%90KT+%C4%90%E1%BB%91i+Ngo%E1%BA%A1i/@10.8126338,106.7694172,17z/data=!3m1!4b1!4m6!3m5!1s0x317526f674a4dd07:0xa861f71f0ce7c3a!8m2!3d10.8126285!4d106.7719921!16s%2Fg%2F11xdz_1_2?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
29,"https://www.google.com/maps/place/MINISTOP+-+S239+-+%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+12/@10.7925193,106.7319065,17z/data=!3m1!4b1!4m6!3m5!1s0x317527002a111fc5:0x437c1c5d03656612!8m2!3d10.7925193!4d106.7319065!16s%2Fg%2F11vz94j1vy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
30,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+S240+-+Kha+V%E1%BA%A1n+C%C3%A2n/@10.857044,106.754313,17z/data=!3m1!4b1!4m6!3m5!1s0x3175270036bdf1e1:0x155c0075c207cf60!8m2!3d10.8570387!4d106.7568879!16s%2Fg%2F11vy3c27h3?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
31,"https://www.google.com/maps/place/Ministop+V%C4%83n+Lang+-+C%C6%A1+S%E1%BB%9F+2/@10.812495,106.6942517,17z/data=!3m1!4b1!4m6!3m5!1s0x3175290025a7cfe9:0xf9a88d897c7f1f17!8m2!3d10.812495!4d106.6942517!16s%2Fg%2F11y37b8zld?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
32,"https://www.google.com/maps/place/Ministop+T%C3%A2y+Th%E1%BA%A1nh/@10.8090078,106.6244186,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b0053c1a157:0x9332ea0246d89baf!8m2!3d10.8090025!4d106.6269935!16s%2Fg%2F11vps981by?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
33,"https://www.google.com/maps/search/Ministop+-++Ho%C3%A0ng+Vi%E1%BB%87t+2+/@10.7942072,106.6560323,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
34,"https://www.google.com/maps/place/MINISTOP+-+S234+-+%C3%82u+D%C6%B0%C6%A1ng+L%C3%A2n/@10.7413223,106.6828071,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f000a2fc391:0xbc9ac2e0adb04b4d!8m2!3d10.741317!4d106.685382!16s%2Fg%2F11vs7_5srg?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
35,"https://www.google.com/maps/place/MINISTOP+-+S235+-+Ho%C3%A0ng+Hoa+Th%C3%A1m/@10.8047562,106.3590552,11z/data=!4m10!1m2!2m1!1sMinistop+-++Ho%C3%A0ng+Hoa+Th%C3%A1m+4+!3m6!1s0x317529001bb91ded:0xebd9359dae21fe29!8m2!3d10.8047562!4d106.6474463!15sCh9NaW5pc3RvcCAtICBIb8OgbmcgSG9hIFRow6FtIDQgIgOIAQFaHSIbbWluaXN0b3AgaG_DoG5nIGhvYSB0aMOhbSA0kgERY29udmVuaWVuY2Vfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnliVmxRUVRSQlJSQULgAQD6AQQIABAs!16s%2Fg%2F11y45kc44q?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
36,"https://www.google.com/maps/place/MINISTOP-S233/@10.8398599,106.6644439,17z/data=!3m1!4b1!4m6!3m5!1s0x317529fe448fa325:0xf201aa42b5fd24fd!8m2!3d10.8398546!4d106.6670188!16s%2Fg%2F11w3p1wg60?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
37,"https://www.google.com/maps/place/Ministop+-+Nguy%E1%BB%85n+Ch%C3%AD+Thanh/@10.7589818,106.6625936,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f00726e7cf3:0xe89049e4163b538!8m2!3d10.7589765!4d106.6651685!16s%2Fg%2F11vk9g9hfq?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
38,"https://www.google.com/maps/place/Ministop+B%C3%B9i+V%C4%83n+Ba/@10.7505819,106.7325252,17z/data=!3m1!4b1!4m6!3m5!1s0x317525005c8c9b25:0x4b0db4747142f9e!8m2!3d10.7505766!4d106.7351001!16s%2Fg%2F11vyj5ms1v?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
39,"https://www.google.com/maps/place/Ministop/@10.8368383,106.6649755,17z/data=!3m1!4b1!4m6!3m5!1s0x3175292161caf477:0x479077db8b93dede!8m2!3d10.836833!4d106.6675504!16s%2Fg%2F11ftwg106f?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
40,"https://www.google.com/maps/place/Ministop+-+S228+Khu+D%C3%A2n+C%C6%B0+V%C4%A9nh+L%E1%BB%99c+-+%C4%90%C6%B0%E1%BB%9Dng+S%E1%BB%91+8/@10.8043218,106.3053079,11z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgS2h1IGTDom4gY8awIFbEqW5oIEzhu5ljIA!3m6!1s0x31752bd600f0d39d:0x18722e932b402d1d!8m2!3d10.8043218!4d106.593699!15sCiVNaW5pc3RvcCAtICBLaHUgZMOibiBjxrAgVsSpbmggTOG7mWMgIgOIAQFaIyIhbWluaXN0b3Aga2h1IGTDom4gY8awIHbEqW5oIGzhu5ljkgENZ3JvY2VyeV9zdG9yZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQycHJNMlZIZUhOYVJYUnpVa2RrV1ZadWNFOU9iRlpaWTBWR1NGbHRZeEFC4AEA-gEECAAQQQ!16s%2Fg%2F11vl501_f7?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
41,"https://www.google.com/maps/place/Ministop+L%E1%BA%A1c+Long+Qu%C3%A2n/@10.7803956,106.6386922,14z/data=!4m10!1m2!2m1!1sMinistop+-++La%CC%A3c+Long+Qu%C3%A2n+3+!3m6!1s0x31752f0021a4c275:0xe0b827355610deaa!8m2!3d10.7709861!4d106.6451441!15sCh9NaW5pc3RvcCAtICBMYcyjYyBMb25nIFF1w6JuIDMgIgOIAQFaHSIbbWluaXN0b3AgbOG6oWMgbG9uZyBxdcOibiAzkgERY29udmVuaWVuY2Vfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblRVUjNka3A2UkhaM1JSQULgAQD6AQQIABBJ!16s%2Fg%2F11vm9ntpzn?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
