,url
42,"https://www.google.com/maps/place/MINISTOP+-+S227+-+%C4%90%E1%BA%A5t+M%E1%BB%9Bi/@10.7726162,106.6065031,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d003fbf1593:0x28173fc666ce9a84!8m2!3d10.7726109!4d106.609078!16s%2Fg%2F11ld86x5_s?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
43,"https://www.google.com/maps/place/Ministop+Ph%E1%BA%A1m+V%C4%83n+B%E1%BA%A1ch/@10.8358562,106.6417647,17z/data=!3m1!4b1!4m6!3m5!1s0x317529ee3567db43:0x9ff2b44d0824817!8m2!3d10.8358509!4d106.6443396!16s%2Fg%2F11vkrk5n3r?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
44,"https://www.google.com/maps/place/MINISTOP+-+S225+-+Cao+%E1%BB%91c+Res11/@10.763596,106.4976362,12z/data=!4m10!1m2!2m1!1sMinistop+-++Cao+%E1%BB%91c+Re+!3m6!1s0x31752f001e56f52f:0xc470499605e6a34d!8m2!3d10.763596!4d106.6418318!15sChhNaW5pc3RvcCAtICBDYW8g4buRYyBSZSAiA4gBAVoWIhRtaW5pc3RvcCBjYW8g4buRYyByZZIBEWNvbnZlbmllbmNlX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWTVgwbDJTbEE0YjJKTFJGRkJFQUXgAQD6AQQIABAy!16s%2Fg%2F11vs7pg277?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
45,"https://www.google.com/maps/place/Mini+Stop/@10.7752188,106.7025143,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fc70da97fa1:0xd2289a13ec3f93eb!8m2!3d10.7752135!4d106.7050892!16s%2Fg%2F11vdjhvrqr?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
46,"https://www.google.com/maps/place/Ministop+-+L%C3%BD+T%E1%BB%B1+Tr%E1%BB%8Dng+3/@10.7739983,106.6941487,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f8dbc2e05d7:0x600a77e7b74b25b7!8m2!3d10.773993!4d106.6967236!16s%2Fg%2F11y1htdjpk?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
47,"https://www.google.com/maps/place/MINISTOP+S222+-+T%C3%82N+QU%C3%9D/@10.7985708,106.5985228,15z/data=!4m10!1m2!2m1!1sMinistop+-++T%C3%A2n+Qu%C3%BD+2+!3m6!1s0x31752d2b15655bfb:0xf4f9499f1bfde7e4!8m2!3d10.7915978!4d106.6206046!15sChhNaW5pc3RvcCAtICBUw6JuIFF1w70gMiAiA4gBAVoWIhRtaW5pc3RvcCB0w6JuIHF1w70gMpIBDWdyb2Nlcnlfc3RvcmWaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRzU1UweU5WWmlTR2hwVkZkNFRsZHVVa3BaV0VFMFZHeEdjVk5yUlJBQuABAPoBBQjMAxAz!16s%2Fg%2F11vkh1l_yf?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
48,"https://www.google.com/maps/place/MINISTOP/@10.8127108,106.6854112,17z/data=!3m1!4b1!4m6!3m5!1s0x3175295cffff2989:0x3d988226a14d5c63!8m2!3d10.8127055!4d106.6879861!16s%2Fg%2F11krtx7b82?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
49,"https://www.google.com/maps/place/Ministop/@10.7584277,106.6285461,16z/data=!4m10!1m2!2m1!1sMinistop+-++L%E1%BA%A1c+Long+Qu%C3%A2n+2+!3m6!1s0x31752f004b385379:0x6d5e311330b9df99!8m2!3d10.7584277!4d106.6375583!15sCh9NaW5pc3RvcCAtICBM4bqhYyBMb25nIFF1w6JuIDIgIgOIAQFaHSIbbWluaXN0b3AgbOG6oWMgbG9uZyBxdcOibiAykgERY29udmVuaWVuY2Vfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnVjMDFJYTFsM0VBReABAPoBBAgAEEI!16s%2Fg%2F11vjw13q0c?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
50,"https://www.google.com/maps/place/MINISTOP+Viet+Nam/@10.7693551,106.6481344,15z/data=!4m10!1m2!2m1!1sMinistop+-++Th%C3%A0nh+Th%C3%A1i+3+!3m6!1s0x31752f4a191cb8df:0xf20c5ed312e9ed1a!8m2!3d10.7693551!4d106.6661588!15sChtNaW5pc3RvcCAtICBUaMOgbmggVGjDoWkgMyAiA4gBAVoZIhdtaW5pc3RvcCB0aMOgbmggdGjDoWkgM5IBEWNvbnZlbmllbmNlX3N0b3JlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4a1dXRnFWazFPYTNCclZrUnNTRTR3YnpWaVIwa3lURlZvZFV4WFl4QULgAQD6AQQIABA6!16s%2Fg%2F11v3q6mrcy?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
51,"https://www.google.com/maps/place/MNS+M%C3%A3+L%C3%B2/@10.7647236,106.604005,21z/data=!4m6!3m5!1s0x31752d0053e378cd:0xd2294277bff55dce!8m2!3d10.7648218!4d106.6041478!16s%2Fg%2F11vt0m6b3z?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
52,"https://www.google.com/maps/place/MiniStop+l%C3%AA+v%C4%83n+th%E1%BB%8D/@10.8458857,106.6534872,15z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgTMOqIFbEg24gVGjhu40g!3m6!1s0x317529004fb9e7a9:0x6e9b0c45a3460be7!8m2!3d10.8454085!4d106.6571299!15sChtNaW5pc3RvcCAtICBMw6ogVsSDbiBUaOG7jSAiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3Jl4AEA!16s%2Fg%2F11y43t68sr?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
53,"https://www.google.com/maps/place/Ministop/@10.8541806,106.639089,15z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgTMOqIMSQ4bupYyBUaOG7jSAyIA!3m6!1s0x3175297c7530748f:0xa0e494ffd4ec42c6!8m2!3d10.8541806!4d106.6571134!15sCh9NaW5pc3RvcCAtICBMw6ogxJDhu6ljIFRo4buNIDIgIgOIAQFaHSIbbWluaXN0b3AgbMOqIMSR4bupYyB0aOG7jSAykgENZ3JvY2VyeV9zdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSRWFFcE1iMVJCRUFF4AEA-gEECAoQFA!16s%2Fg%2F11v4jglpwz?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
54,"https://www.google.com/maps/place/Mini+Stop/@10.7718141,106.6546337,21z/data=!4m15!1m8!3m7!1s0x31752ec044e8b2a9:0xfd67c0b8a52d1744!2zNzdCIMSQxrDhu51uZyBT4buRIDIsIFBoxrDhu51uZyAxNSwgUXXhuq1uIDExLCBUaMOgbmggcGjhu5EgSOG7kyBDaMOtIE1pbmg!3b1!8m2!3d10.7718043!4d106.6546874!16s%2Fg%2F11t40gjcm9!3m5!1s0x31752f27fd7bd077:0x1c7d2e440ee8a00!8m2!3d10.7717332!4d106.6546196!16s%2Fg%2F11l5x2kb43?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
55,"https://www.google.com/maps/place/Ministop+B%E1%BB%87nh+vi%E1%BB%87n+qu%C3%A2n+y/@10.8164496,106.6776773,17z/data=!3m1!4b1!4m6!3m5!1s0x31752996cb1c03a9:0x5bf536fd3cd97bb!8m2!3d10.8164443!4d106.6802522!16s%2Fg%2F11vj6xbj37?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
56,"https://www.google.com/maps/place/Ministop+S210+-+446+T%C3%A2n+K%E1%BB%B3+T%C3%A2n+Qu%C3%BD/@10.7985761,106.6139723,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b2d5ecd5969:0x2616307ab6825485!8m2!3d10.7985708!4d106.6165472!16s%2Fg%2F11kqrg8sk2?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
57,"https://www.google.com/maps/place/Ministop+One+Verandah/@10.7769014,106.748999,17z/data=!3m1!4b1!4m6!3m5!1s0x317525000c1ced8d:0xdd9e4e798fcefed7!8m2!3d10.7768961!4d106.7515739!16s%2Fg%2F11vpdlvtwk?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
58,"https://www.google.com/maps/place/Ministop+%C4%91%C6%B0%E1%BB%9Dng+s%E1%BB%91+1/@10.8458136,106.0846043,10z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgxJDGsOG7nW5nIHPhu5EgMDEg!3m6!1s0x3175290025ddc723:0x838d0d38b6e3fb57!8m2!3d10.8458136!4d106.6613865!15sCh5NaW5pc3RvcCAtICDEkMaw4budbmcgc-G7kSAwMSAiA4gBAVocIhptaW5pc3RvcCDEkcaw4budbmcgc-G7kSAwMZIBEWNvbnZlbmllbmNlX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSmFsTm5TVWhFTjNSUVNrZEJFQUXgAQD6AQQIHBAg!16s%2Fg%2F11wq97szbh?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
59,"https://www.google.com/maps/place/MINISTOP/@10.7877174,106.6191409,13z/data=!4m10!1m2!2m1!1sMinistop+-++%C3%82u+C%C6%A1+3+!3m6!1s0x31752f152cddb775:0x12da2d3da54b7a75!8m2!3d10.7755593!4d106.6506395!15sChZNaW5pc3RvcCAtICDDgnUgQ8ahIDMgIgOIAQFaFCISbWluaXN0b3Agw6J1IGPGoSAzkgERY29udmVuaWVuY2Vfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVUnZOMDFETFVaUkVBReABAPoBBAgAEEk!16s%2Fg%2F11kk4jxrwl?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
60,"https://www.google.com/maps/place/MINISTOP/@10.786184,106.6245183,17z/data=!4m10!1m2!2m1!1zbWluaXN0b3AgMjIxLzQwIMSQLiBWxrDhu51uIEzDoGk!3m6!1s0x31752d007d1f8081:0xdc538786fe2be196!8m2!3d10.786184!4d106.6290244!15sCiBtaW5pc3RvcCAyMjEvNDAgxJAuIFbGsOG7nW4gTMOgaSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmXgAQA!16s%2Fg%2F11vr9xdwrw?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
61,"https://www.google.com/maps/place/Ministop+-+L%C3%BD+T%E1%BB%B1+Tr%E1%BB%8Dng+2/@10.7742444,106.6950615,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f5ee2a6f757:0x231cc6dfc458fd6!8m2!3d10.7742391!4d106.6976364!16s%2Fg%2F11svfntrzy?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
62,"https://www.google.com/maps/place/MINISTOP+TH%E1%BA%A0CH+TH%E1%BB%8A+THANH/@10.790455,106.6895403,17z/data=!3m1!4b1!4m6!3m5!1s0x31752977661ab321:0xe94825b4124fd61!8m2!3d10.7904497!4d106.6921152!16s%2Fg%2F11ks077jsc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
63,"https://www.google.com/maps/place/Ministop/@10.8451488,106.6515686,17z/data=!3m1!4b1!4m6!3m5!1s0x317529f2a90c65dd:0x1e4becc9eae70918!8m2!3d10.8451435!4d106.6541435!16s%2Fg%2F11stbfx6yg?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
64,"https://www.google.com/maps/place/Ministop+L%C3%BD+Th%C3%A1nh+T%C3%B4ng+-+S200/@10.7670707,106.6274667,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f08c027c90b:0x54828d333b192a3!8m2!3d10.7670654!4d106.6300416!16s%2Fg%2F11st68zc7k?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
65,"https://www.google.com/maps/place/C%E1%BB%ADa+h%C3%A0ng+ti%E1%BB%87n+l%E1%BB%A3i+ministop/@10.8437927,106.6785195,17z/data=!3m1!4b1!4m6!3m5!1s0x317529001bc1daaf:0xb594d98674f820e0!8m2!3d10.8437874!4d106.6810944!16s%2Fg%2F11stdssk6c?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
66,"https://www.google.com/maps/place/83+%C4%90.+59,+Ph%C6%B0%E1%BB%9Dng+14,+G%C3%B2+V%E1%BA%A5p,+Th%C3%A0nh+ph%E1%BB%91+H%E1%BB%93+Ch%C3%AD+Minh,+Vietnam/@10.8573779,106.6325592,15z/data=!3m1!4b1!4m10!1m2!2m1!1zODMgxJDGsOG7nW5nIHPhu5EgNTksIFBoxrDhu51uZyAxNCwgUXXhuq1uIEfDsiBW4bqlcCwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5o!3m6!1s0x317529eacb1a38db:0xa51d372609b0e70d!8m2!3d10.8573574!4d106.6510133!15sClE4MyDEkMaw4budbmcgc-G7kSA1OSwgUGjGsOG7nW5nIDE0LCBRdeG6rW4gR8OyIFbhuqVwLCBUaMOgbmggcGjhu5EgSOG7kyBDaMOtIE1pbmiSAQpzdWJwcmVtaXNl4AEA!16s%2Fg%2F11tj3lm_r6?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
67,"https://www.google.com/maps/place/Ministop+Hu%E1%BB%B3nh+V%C4%83n+Ngh%E1%BB%87/@10.8297189,106.636088,17z/data=!3m1!4b1!4m6!3m5!1s0x3175291691bb0c3b:0x3184fba11b21278a!8m2!3d10.8297136!4d106.6386629!16s%2Fg%2F11kqrggtpc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
68,"https://www.google.com/maps/place/MINISTOP/@10.7790501,106.6248131,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d376d9e8e07:0xf01cfa3edc78d52c!8m2!3d10.7790501!4d106.6248131!16s%2Fg%2F11txfbgz5_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
69,"https://www.google.com/maps/place/MINISTOP/@10.7756205,106.6368303,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f4fe6ee2313:0x6c3cda2241cdcb63!8m2!3d10.7756152!4d106.6394052!16s%2Fg%2F11tjzm689g?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
70,"https://www.google.com/maps/place/MINISTOP/@10.8350651,106.6369839,17z/data=!3m1!4b1!4m6!3m5!1s0x317529fd3f45ac89:0x446f7a34c821a828!8m2!3d10.8350598!4d106.6395588!16s%2Fg%2F11jt4g1qq0?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
71,"https://www.google.com/maps/place/Ministop/@10.7378986,106.6434386,14z/data=!4m10!1m2!2m1!1zbWluaXN0b3AgTMO0IHRoxrDGoW5nIG3huqFpIGThu4tjaCB24bulIEIxIHThuqduZyAxLCBDaHVuZyBjxrAgVG9wYXogQ2l0eSAtIDM5IENhbyBM4buXLCBQaMaw4budbmcgMDQsIFF14bqtbiAwOCwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5oLg!3m6!1s0x31752f25e4c62179:0x8dfb9a685bbfdf8e!8m2!3d10.7379039!4d106.6794827!15sCo4BbWluaXN0b3AgTMO0IHRoxrDGoW5nIG3huqFpIGThu4tjaCB24bulIEIxIHThuqduZyAxLCBDaHVuZyBjxrAgVG9wYXogQ2l0eSAtIDM5IENhbyBM4buXLCBQaMaw4budbmcgMDQsIFF14bqtbiAwOCwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5oLiIDiAEBWooBIocBbWluaXN0b3AgbMO0IHRoxrDGoW5nIG3huqFpIGThu4tjaCB24bulIGIxIHThuqduZyAxIGNodW5nIGPGsCB0b3BheiBjaXR5IDM5IGNhbyBs4buXIHBoxrDhu51uZyAwNCBxdeG6rW4gMDggdGjDoG5oIHBo4buRIGjhu5MgY2jDrSBtaW5okgERY29udmVuaWVuY2Vfc3RvcmWaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFTTkdGclJqUlpWRVY0WlcxYU1XRkhiRlpSVmsxMFRGaENVbEl3UlJBQuABAPoBBAgAEEQ!16s%2Fg%2F11tspyl5t4?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
72,"https://www.google.com/maps/place/MINISTOP/@10.7906718,106.6437864,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fd8f8f5d77b:0x6be2f87b8e291eb6!8m2!3d10.7906665!4d106.6463613!16s%2Fg%2F11js_wyd24?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
73,"https://www.google.com/maps/place/MINISTOP+-+T%C3%82N+K%E1%BB%B2+T%C3%82N+QU%C3%9D/@10.7978678,106.6134251,15z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgVMOibiBL4buzIFTDom4gUXXDvSA!3m6!1s0x31752b4ff1f46ee3:0x5e8717e2631358fa!8m2!3d10.8021666!4d106.6265805!15sCiBNaW5pc3RvcCAtICBUw6JuIEvhu7MgVMOibiBRdcO9ICIDiAEBWh4iHG1pbmlzdG9wIHTDom4ga-G7syB0w6JuIHF1w72SARFjb252ZW5pZW5jZV9zdG9yZeABAA!16s%2Fg%2F11pf681q26?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
74,"https://www.google.com/maps/place/Ministop+Ph%E1%BA%A1m+V%C4%83n+Ch%C3%AD/@10.7448523,106.6105808,14z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgUGjhuqFtIFbEg24gQ2jDrSA!3m6!1s0x31752f000d743a7d:0x471364d359f60ab4!8m2!3d10.7448523!4d106.6466297!15sCh1NaW5pc3RvcCAtICBQaOG6oW0gVsSDbiBDaMOtIFobIhltaW5pc3RvcCBwaOG6oW0gdsSDbiBjaMOtkgERY29udmVuaWVuY2Vfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZNVDFFemMyMVRNVm8zZVVWQkVBReABAPoBBAgAEBI!16s%2Fg%2F11y5gyjm3w?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
75,"https://www.google.com/maps/place/Ministop/@10.7532768,106.6248323,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d37bd48e7f5:0x8a79f93f7ef4be34!8m2!3d10.7532715!4d106.6274072!16s%2Fg%2F11s86f18rh?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
76,"https://www.google.com/maps/place/MINISTOP/@10.7780012,106.617144,15z/data=!4m10!1m2!2m1!1sMinistop+-++Th%E1%BA%A1ch+Lam+!3m6!1s0x31752fae15a8f369:0x47cdd9483520eeaf!8m2!3d10.7769422!4d106.6300744!15sChhNaW5pc3RvcCAtICBUaOG6oWNoIExhbSAiA4gBAVoWIhRtaW5pc3RvcCB0aOG6oWNoIGxhbZIBEWNvbnZlbmllbmNlX3N0b3Jl4AEA!16s%2Fg%2F11tk27690x?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
77,"https://www.google.com/maps/place/Khu+d%C3%A2n+c%C6%B0+ph%E1%BB%91+ch%E1%BB%A3+V%C3%A0m+C%E1%BB%8F+%C4%90%C3%B4ng/@10.6040509,106.477022,15z/data=!4m6!3m5!1s0x310acbe46bf9d1b9:0xa11f0d52bf1660c5!8m2!3d10.5978556!4d106.4780782!16s%2Fg%2F11h6mkn7_j?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
78,"https://www.google.com/maps/place/Aeon+Ministop+Akari+City+AK5/@10.7174051,106.6048175,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d11b5c44b9f:0x7c85383277859d81!8m2!3d10.7173998!4d106.6073924!16s%2Fg%2F11t4cc6r10?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
79,"https://www.google.com/maps/place/Ministop/@10.7535498,106.6164081,17z/data=!4m15!1m8!3m7!1s0x31752c2dbce3ca03:0x91bad0fdb475cc7!2zMTY1IMSQLiBT4buRIDYsIEFuIEzhuqFjIEEsIELDrG5oIFTDom4sIFRow6BuaCBwaOG7kSBI4buTIENow60gTWluaCwgVmlldG5hbQ!3b1!8m2!3d10.7535445!4d106.618983!16s%2Fg%2F11fm47q4zd!3m5!1s0x31752d005d5d485b:0x1f2aafef8ccb1c65!8m2!3d10.7535445!4d106.618983!16s%2Fg%2F11wwhsq81q?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
80,"https://www.google.com/maps/place/Ministop+V%C5%A9+T%C3%B9ng/@10.8019702,106.6983945,17z/data=!4m10!1m2!2m1!1sMinistop+-++V%C5%A9+T%C3%B9ng+2+!3m6!1s0x317528b8ff423c3b:0x38504e3ea5d3c730!8m2!3d10.8021706!4d106.7012237!15sChhNaW5pc3RvcCAtICBWxakgVMO5bmcgMiAiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3Jl4AEA!16s%2Fg%2F11vkz8pdn6?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
81,"https://www.google.com/maps/place/MINISTOP/@10.7907612,106.6311031,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f92998d25af:0xf5b0d3d5c081e93a!8m2!3d10.7907559!4d106.633678!16s%2Fg%2F11s39m5s_v?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
82,"https://www.google.com/maps/place/MINISTOP+-+L%C3%AA+%C4%90%E1%BB%A9c+Th%E1%BB%8D/@10.846327,106.6678692,17z/data=!3m1!4b1!4m6!3m5!1s0x31752976c24363db:0xbec98fd9626dabe5!8m2!3d10.8463217!4d106.6704441!16s%2Fg%2F11syj81266?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
