,url
83,"https://www.google.com/maps/place/Ministop+T%C3%B4+Hi%E1%BB%87u/@10.769923,106.6242643,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d0960436181:0x3d00848b49f7f57a!8m2!3d10.7699177!4d106.6268392!16s%2Fg%2F11rzs45rsb?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
84,"https://www.google.com/maps/place/Ministop+Vo+Thanh+Trang/@10.7913312,106.6473707,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fea95c9df95:0x67ec8c44e6bb4ce8!8m2!3d10.7913259!4d106.6499456!16s%2Fg%2F11t6lbcklc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
85,"https://www.google.com/maps/place/MINISTOP+T%C3%B4n+Th%E1%BA%A5t+Hi%E1%BB%87p/@10.7611862,106.649705,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f791f966257:0x883f46f888ceff28!8m2!3d10.7611809!4d106.6522799!16s%2Fg%2F11t6y4n2vz?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
86,"https://www.google.com/maps/place/MINISTOP/@10.7887042,106.7157633,17z/data=!3m1!4b1!4m6!3m5!1s0x317529bc0e30cb97:0x2ed053856213a833!8m2!3d10.7886989!4d106.7183382!16s%2Fg%2F11q26250s8?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
87,"https://www.google.com/maps/place/SAFIRA+KHANG+%C4%90I%E1%BB%80N/@10.8012546,106.6494178,12z/data=!4m10!1m2!2m1!1zQ8SDbiBEMi4wMS4wNC1UTSB04bqhaSB04bqnbmcgMDEgdsOgIHThuqduZyAwMiBj4bunYSB0aMOhcCBEMiB0aHXhu5ljIEtodSBuaMOgIOG7nyBjYW8gdOG6p25nIEPDtG5nIHR5IFNhcGhpcmUgdOG6oWkgc-G7kSA0NTQgxJHGsOG7nW5nIFbDtSBDaMOtIEPDtG5nLCBLaHUgcGjhu5EgMiwgcGjGsOG7nW5nIFBow7ogSOG7r3UsIFRwLiBUaOG7pyDEkOG7qWMsIFRQLkhDTS4!3m6!1s0x31752756c8ea43b9:0xd41c48a246e586a5!8m2!3d10.8012546!4d106.7936134!15sCtQBQ8SDbiBEMi4wMS4wNC1UTSB04bqhaSB04bqnbmcgMDEgdsOgIHThuqduZyAwMiBj4bunYSB0aMOhcCBEMiB0aHXhu5ljIEtodSBuaMOgIOG7nyBjYW8gdOG6p25nIEPDtG5nIHR5IFNhcGhpcmUgdOG6oWkgc-G7kSA0NTQgxJHGsOG7nW5nIFbDtSBDaMOtIEPDtG5nLCBLaHUgcGjhu5EgMiwgcGjGsOG7nW5nIFBow7ogSOG7r3UsIFRwLiBUaOG7pyDEkOG7qWMsIFRQLkhDTS5apQEiogFjxINuIGQyIDAxLjA0IHRtIHThuqFpIHThuqduZyAwMSB2w6AgdOG6p25nIDAyIGPhu6dhIHRow6FwIGQyIHRodeG7mWMga2h1IG5ow6Ag4bufIGNhbyB04bqnbmcgY8O0bmcgdHkgc2FwaGlyZSB04bqhaSBz4buRIDQ1NCDEkcaw4budbmcgdsO1IGNow60gY8O0bmcga2h1IHBo4buRIDKSARJhcGFydG1lbnRfYnVpbGRpbmeaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUktkMDlUVkZsbkVBReABAPoBBQiZARBG!16s%2Fg%2F11sjnjt77l?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
88,"https://www.google.com/maps/place/Mini+stop/@10.7748515,106.6762081,18z/data=!4m10!1m2!2m1!1sMinistop+-++HaDo+Centrosa+Garden+!3m6!1s0x31752fcdeccf645b:0xf1937807031f5fdf!8m2!3d10.7753088!4d106.6779535!15sCiFNaW5pc3RvcCAtICBIYURvIENlbnRyb3NhIEdhcmRlbiAiA4gBAVofIh1taW5pc3RvcCBoYWRvIGNlbnRyb3NhIGdhcmRlbpIBEWNvbnZlbmllbmNlX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJQZFV0eUxTMW5SUkFC4AEA-gEECAAQSA!16s%2Fg%2F11nnsbhg2s?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
89,"https://www.google.com/maps/place/MINISTOP+SAIGON+SOUTH/@10.7204259,106.7016547,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f812b64f4cf:0x62e617975563ed87!8m2!3d10.7204206!4d106.7042296!16s%2Fg%2F11n103g8qb?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
90,"https://www.google.com/maps/place/Ministop+Saigon+Royal/@10.7669559,106.701395,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f6a75f3d199:0x82676162b98eaf9b!8m2!3d10.7669506!4d106.7039699!16s%2Fg%2F11rb61366v?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
91,"https://www.google.com/maps/place/Ministop+CBD+%C4%90%E1%BB%93ng+V%C4%83n+C%E1%BB%91ng/@10.7741965,106.7613985,19z/data=!4m9!1m2!2m1!1zVGjDoXAgQSBUw7JhIE5ow6AgVGhlIENCRCB04bqhaSBz4buRIDEyNSDEkMaw4budbmcgxJDhu5NuZyBWxINuIEPhu5FuZywgUGjGsOG7nW5nIFRo4bqhbmggTeG7uSBM4bujaSwgVHAuIFRo4bunIMSQ4bupYywgVFAuSENNLg!3m5!1s0x317525a968055a4f:0x8475e87e6bdabc67!8m2!3d10.7745241!4d106.7621116!16s%2Fg%2F11j99c6pk9?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
92,"https://www.google.com/maps/place/MINISTOP/@10.7540758,106.6746323,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f026ee37c6d:0x90cec6d253b5e012!8m2!3d10.7540705!4d106.6772072!16s%2Fg%2F11ljc_fcl8?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
93,"https://www.google.com/maps/place/Ministop+563+%C4%90i%E1%BB%87n+Bi%C3%AAn+Ph%E1%BB%A7/@10.7702981,106.6759338,19z/data=!3m1!4b1!4m6!3m5!1s0x31752f35fee20605:0xb087a3467cdb3288!8m2!3d10.7702968!4d106.6765775!16s%2Fg%2F11sts4sk99?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
94,"https://www.google.com/maps/place/MINISTOP/@10.8078102,106.7009507,17z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgQsO5aSDEkMOsbmggVMO6eSAyIA!3m6!1s0x317529996d3191e9:0x696ea167b67544d2!8m2!3d10.8080689!4d106.7053902!15sCh9NaW5pc3RvcCAtICBCw7lpIMSQw6xuaCBUw7p5IDIgIgOIAQFaHSIbbWluaXN0b3AgYsO5aSDEkcOsbmggdMO6eSAykgERY29udmVuaWVuY2Vfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnlhblJtY1VSbkVBReABAPoBBAgAEEE!16s%2Fg%2F11jp105w7v?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
95,"https://www.google.com/maps/place/MINI+STOP/@10.8578065,106.6191716,12z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgxJDhuqFpIGjhu41jIE5nw6JuIEjDoG5nIA!3m6!1s0x317527a3aab4bbb7:0x6c6be78465fa5bad!8m2!3d10.8578065!4d106.7633672!15sCiVNaW5pc3RvcCAtICDEkOG6oWkgaOG7jWMgTmfDom4gSMOgbmcgIgOIAQFaIyIhbWluaXN0b3AgxJHhuqFpIGjhu41jIG5nw6JuIGjDoG5nkgERY29udmVuaWVuY2Vfc3RvcmWaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhTVldNeGJGaE9SVFZPVTFoVmVGRlZOWEZaTWxaUFQwVTFNVlV5WXhBQuABAPoBBAgAEDk!16s%2Fg%2F11j48glwqk?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
96,"https://www.google.com/maps/place/MINISTOP/@10.7527929,106.6527634,17z/data=!3m1!4b1!4m6!3m5!1s0x31752faee0d81739:0x2c8c6fd591cf5121!8m2!3d10.7527876!4d106.6553383!16s%2Fg%2F11fnw0sqgz?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
97,"https://www.google.com/maps/place/Ministop+Palm+Residence/@10.7921585,106.7586584,17z/data=!3m1!4b1!4m6!3m5!1s0x31752732ab42095b:0x2a6d15e6c1322530!8m2!3d10.7921532!4d106.7612333!16s%2Fg%2F11h58cynm1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
98,"https://www.google.com/maps/place/Ministop+Homyland+Riverside/@10.7894148,106.7660814,17z/data=!3m1!4b1!4m6!3m5!1s0x317527abe6891fff:0x43b240654865d4ed!8m2!3d10.7894095!4d106.7686563!16s%2Fg%2F11fr0cjpj4?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
99,"https://www.google.com/maps/place/Ministop/@10.8362111,106.664595,17z/data=!4m10!1m2!2m1!1sMinistop+-++Cityland+!3m6!1s0x3175292161caf477:0x479077db8b93dede!8m2!3d10.836833!4d106.6675504!15sChVNaW5pc3RvcCAtICBDaXR5bGFuZCAiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3Jl4AEA!16s%2Fg%2F11ftwg106f?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
100,"https://www.google.com/maps/place/MiniStop/@10.790673,106.697038,17z/data=!3m1!4b1!4m6!3m5!1s0x317529f326c87e9b:0x211096385b921809!8m2!3d10.7906677!4d106.6996129!16s%2Fg%2F11h_610dt_?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
101,"https://www.google.com/maps/place/MINISTOP/@10.7853104,106.6444196,17z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgTmkgU8awIEh14buzbmggTGnDqm4g!3m6!1s0x31752fcb666b12af:0xba70b8e0c20999fa!8m2!3d10.7834972!4d106.6487679!15sCiFNaW5pc3RvcCAtICBOaSBTxrAgSHXhu7NuaCBMacOqbiAiA4gBAVofIh1taW5pc3RvcCBuaSBzxrAgaHXhu7NuaCBsacOqbpIBEWNvbnZlbmllbmNlX3N0b3Jl4AEA!16s%2Fg%2F11fr3fyzd4?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
102,"https://www.google.com/maps/place/MASTERI+AN+PH%C3%9A/@10.8035949,106.7451665,17z/data=!3m1!4b1!4m6!3m5!1s0x317527ce496f91f1:0x99a4aabc4bac329f!8m2!3d10.8035896!4d106.7477414!16s%2Fg%2F11hz2dyt4l?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
103,"https://www.google.com/maps/place/Ministop+Sun+Avenue/@10.7851502,106.7459013,17z/data=!3m1!4b1!4m6!3m5!1s0x3175256209df66f1:0x41fbe7f663720c6e!8m2!3d10.7851449!4d106.7484762!16s%2Fg%2F11fr0cn4dx?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
104,"https://www.google.com/maps/place/43F+H%E1%BB%93+V%C4%83n+Hu%C3%AA,+Ph%C6%B0%E1%BB%9Dng+9,+Ph%C3%BA+Nhu%E1%BA%ADn,+Th%C3%A0nh+ph%E1%BB%91+H%E1%BB%93+Ch%C3%AD+Minh,+Vietnam/@10.802639,106.6761973,21z/data=!4m6!3m5!1s0x317528d87533a97f:0xdedcff9c829df8a!8m2!3d10.8027246!4d106.6764172!16s%2Fg%2F11rg5x5jc6?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
105,"https://www.google.com/maps/place/MINISTOP/@10.7796074,106.7443691,17z/data=!3m1!4b1!4m6!3m5!1s0x31752511b4cfc54d:0x2593883397efdd9a!8m2!3d10.7796021!4d106.746944!16s%2Fg%2F11h0yg8xq0?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
106,"https://www.google.com/maps/place/MINISTOP+-+Vinhomes+Golden+River/@10.7799855,106.6972438,15z/data=!4m10!1m2!2m1!1sMinistop+-++Vinhomes+Golden+River+(Bason)+!3m6!1s0x31752f8b320ad723:0xffcfda53d640e5af!8m2!3d10.7867421!4d106.710601!15sCipNaW5pc3RvcCAtICBWaW5ob21lcyBHb2xkZW4gUml2ZXIgKEJhc29uKSAiA4gBAVomIiRtaW5pc3RvcCB2aW5ob21lcyBnb2xkZW4gcml2ZXIgYmFzb26SARFjb252ZW5pZW5jZV9zdG9yZeABAA!16s%2Fg%2F11h0mj3mzd?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
107,"https://www.google.com/maps/place/Ministop/@10.7677709,106.6518734,15z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgxJDGsOG7nW5nIDMvMiA!3m6!1s0x31752f788c47d899:0x7294615f4d12e3a0!8m2!3d10.7677709!4d106.6606281!15sChpNaW5pc3RvcCAtICDEkMaw4budbmcgMy8yICIDiAEBWhgiFm1pbmlzdG9wIMSRxrDhu51uZyAzIDKSARFjb252ZW5pZW5jZV9zdG9yZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMVNkMUpyY0VOamJFNVJZbGRzVVU1c2JIVmhiR3hxVWpGYU5VMXNSUkFC4AEA-gEECAAQJA!16s%2Fg%2F11gmcxkpfn?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
108,"https://www.google.com/maps/place/MINISTOP-S123/@10.8020447,106.6820863,17z/data=!3m1!4b1!4m6!3m5!1s0x3175299e7efd92ad:0x88d612b73553d988!8m2!3d10.8020394!4d106.6846612!16s%2Fg%2F11kd9mtbvl?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
109,"https://www.google.com/maps/place/Ministop+L%C3%AA+Th%C3%A1nh+T%C3%B4n/@10.781533,106.7030973,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f18c38f26ef:0x450658968a441c1!8m2!3d10.7815277!4d106.7056722!16s%2Fg%2F11gy572bdc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
110,"https://www.google.com/maps/place/MINISTOP/@10.7959377,106.653933,17z/data=!3m1!4b1!4m6!3m5!1s0x317529e6211c83ff:0x62e20f4c6646bab7!8m2!3d10.7959324!4d106.6565079!16s%2Fg%2F11fkl8wrnn?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
111,"https://www.google.com/maps/place/Ministop+Nguy%E1%BB%85n+Th%C3%A1i+B%C3%ACnh/@10.7680391,106.6959633,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f035ebdb86b:0xcef0a3993cc93af4!8m2!3d10.7680338!4d106.6985382!16s%2Fg%2F11f5k2bwhz?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
112,"https://www.google.com/maps/place/Ministop/@10.8063547,106.6618656,17z/data=!4m10!1m2!2m1!1sMinistop+-++Ph%E1%BB%95+Quang+2+!3m6!1s0x3175290041797fc3:0xd230798bd98e70de!8m2!3d10.8063547!4d106.6663717!15sChpNaW5pc3RvcCAtICBQaOG7lSBRdWFuZyAyICIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmXgAQA!16s%2Fg%2F11x6r5yt3f?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
113,"https://www.google.com/maps/place/Ministop+Nguyen+Van+Nguyen/@10.7917241,106.6852879,17z/data=!3m1!4b1!4m6!3m5!1s0x317528d29cdf7119:0x4c9f27ff8825d038!8m2!3d10.7917188!4d106.6878628!16s%2Fg%2F11ggmgt8qj?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
114,"https://www.google.com/maps/place/MINISTOP+Nguy%E1%BB%85n+C%E1%BA%A3nh+Ch%C3%A2n/@10.7581064,106.6859936,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fa0d63f4303:0x6468aec8016a5d50!8m2!3d10.7581011!4d106.6885685!16s%2Fg%2F11gh4mb3t0?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
115,"https://www.google.com/maps/place/Ministop+New+City/@10.7822228,106.7335189,17z/data=!3m1!4b1!4m6!3m5!1s0x317525e34fedf0ef:0xecee2d2cbabb516c!8m2!3d10.7822175!4d106.7360938!16s%2Fg%2F11gf5s4130?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
116,"https://www.google.com/maps/place/MINISTOP/@10.7437782,106.7293423,17z/data=!3m1!4b1!4m6!3m5!1s0x3175257883c17f19:0x8424a570432a7313!8m2!3d10.7437729!4d106.7319172!16s%2Fg%2F11f3n9_wvg?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
117,"https://www.google.com/maps/place/MINISTOP/@10.866065,106.799861,17z/data=!3m1!4b1!4m6!3m5!1s0x3175275971ad014d:0x39d693bae6626097!8m2!3d10.8660597!4d106.8024359!16s%2Fg%2F11h9rwsfv9?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
118,"https://www.google.com/maps/place/MINISTOP/@10.7721607,106.6617877,17z/data=!4m10!1m2!2m1!1sMinistop+-++Th%C3%A0nh+Th%C3%A1i+2+!3m6!1s0x31752ec291336d79:0xc82f238fe3679cde!8m2!3d10.7703318!4d106.6625664!15sChtNaW5pc3RvcCAtICBUaMOgbmggVGjDoWkgMiAiA4gBAVoZIhdtaW5pc3RvcCB0aMOgbmggdGjDoWkgMpIBEWNvbnZlbmllbmNlX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWTlQySnZUbkpoTXpkWE5XVjNFQUXgAQD6AQQIcxAy!16s%2Fg%2F11h9w1py2z?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
119,"https://www.google.com/maps/place/MINISTOP-HUTECH+KHU+E/@10.8554451,106.7672049,15z/data=!3m1!4b1!4m6!3m5!1s0x31752709bc5097b7:0x43d68e139b456316!8m2!3d10.8554246!4d106.785659!16s%2Fg%2F11f5ms4_1z?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
120,"https://www.google.com/maps/place/MINISTOP/@10.795626,106.704723,17z/data=!3m1!4b1!4m6!3m5!1s0x317528b13efc091d:0x10632743d9c26a64!8m2!3d10.7956207!4d106.7072979!16s%2Fg%2F11f2rwc162?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
121,"https://www.google.com/maps/place/MINISTOP/@10.8009305,106.6921551,18z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgVuG6oW4gS2nhur9wIDIg!3m6!1s0x317529fbd5603f75:0xcb7a3e635ec6f2ba!8m2!3d10.7992906!4d106.6936645!15sChtNaW5pc3RvcCAtICBW4bqhbiBLaeG6v3AgMiAiA4gBAVoZIhdtaW5pc3RvcCB24bqhbiBraeG6v3AgMpIBEWNvbnZlbmllbmNlX3N0b3JlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4d2VGRlRNSHBQU0doU1VrWk9XR1JJU1hSWU1EZzBZMFJrZUU5WVl4QULgAQD6AQQIZBA2!16s%2Fg%2F11f5k4pxjc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
122,"https://www.google.com/maps/place/Ministop/@10.7584196,106.6389945,17z/data=!3m1!4b1!4m6!3m5!1s0x31752e8fed95449f:0x96e5798e137267a1!8m2!3d10.7584143!4d106.6415694!16s%2Fg%2F11f15hw5lw?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
123,"https://www.google.com/maps/place/Ministop+Vietnam+company+limited/@10.7983814,106.6803634,14z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgxJDhuqFpIEjhu41jIEjhu5NuZyBCw6BuZyA!3m6!1s0x31752f373ef3a5b1:0x569a2a75929fd426!8m2!3d10.8004298!4d106.7067983!15sCiZNaW5pc3RvcCAtICDEkOG6oWkgSOG7jWMgSOG7k25nIELDoG5nICIDiAEBWiQiIm1pbmlzdG9wIMSR4bqhaSBo4buNYyBo4buTbmcgYsOgbmeSARFjb252ZW5pZW5jZV9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWFVeERNemhSUlJBQuABAPoBBAgwECo!16s%2Fg%2F11f2b70817?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
124,"https://www.google.com/maps/place/Ministop+-+B%C3%ACnh+Gi%C3%A3/@10.8005275,106.6421452,17z/data=!3m1!4b1!4m6!3m5!1s0x3175294f1d1bff07:0xf02e34a4e07349ca!8m2!3d10.8005222!4d106.6447201!16s%2Fg%2F11f5bxhsth?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
125,"https://www.google.com/maps/place/MINISTOP/@10.7741529,106.6615376,15z/data=!4m10!1m2!2m1!1sMinistop+-++Cao+Th%E1%BA%AFng+2+!3m6!1s0x31752f355073ae65:0xdbc436666ee9034f!8m2!3d10.7748906!4d106.6756687!15sChpNaW5pc3RvcCAtICBDYW8gVGjhuq9uZyAyICIDiAEBWhgiFm1pbmlzdG9wIGNhbyB0aOG6r25nIDKSARFjb252ZW5pZW5jZV9zdG9yZZoBIENoUkRTVWhOTUc5blMwVkpRMEZuU1VSMUxXOHdReEFC4AEA-gEECAAQIA!16s%2Fg%2F11gh7rygh2?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
