Name,Location,Phone,Search
Ministop -  Hoàng Văn Thụ,"519 - 521 Hoàng Văn Thụ, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 38115717,"Ministop -  Hoàng Văn Thụ 519 - 521 Hoàng Văn Thụ, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh."
Ministop -  Nguyễn Thái Bình 2,"163 Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1",Số điện thoại: (028) 3915 3350,"Ministop -  Nguyễn Thái Bình 2 163 Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1"
Ministop -  Phổ Quang 2,"DH.7 thuộc Khu cao ốc văn phòng và Căn hộ chung cư số 5B đường Phổ Quang, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3636 1230,"Ministop -  Phổ Quang 2 DH.7 thuộc Khu cao ốc văn phòng và Căn hộ chung cư số 5B đường Phổ Quang, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh."
Ministop -  Nguyễn Văn Nguyễn,"216C Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1",Số điện thoại: (028) 3935 0959,"Ministop -  Nguyễn Văn Nguyễn 216C Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1"
Ministop -  Nguyễn Cảnh Chân,"TK 17/1 Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1",Số điện thoại: (028) 3838 6900,"Ministop -  Nguyễn Cảnh Chân TK 17/1 Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1"
Ministop -  New City Thủ Thiêm,"Gian hàng số BB-S01, Tầng trệt, KDC New City, Số 17 Mai Chí Thọ, KP.3, Phường An Khánh, TP. Thủ Đức, TP. HCM",Số điện thoại: (028) 3636 5005,"Ministop -  New City Thủ Thiêm Gian hàng số BB-S01, Tầng trệt, KDC New City, Số 17 Mai Chí Thọ, KP.3, Phường An Khánh, TP. Thủ Đức, TP. HCM"
Ministop -  Trần Trọng Cung,"69 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7",Số điện thoại: (028) 3636 0966,"Ministop -  Trần Trọng Cung 69 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7"
Ministop -  Suối Tiên,"120 Xa Lộ Hà Nội, Phường Tân Phú, TP. Thủ Đức, TP. HCM",Số điện thoại: (028) 3636 0580,"Ministop -  Suối Tiên 120 Xa Lộ Hà Nội, Phường Tân Phú, TP. Thủ Đức, TP. HCM"
Ministop -  Thành Thái 2,"7A/7 Thành Thái, Phường 14, Quận 10",Số điện thoại: (028) 3868 8085,"Ministop -  Thành Thái 2 7A/7 Thành Thái, Phường 14, Quận 10"
Ministop -  Hutech 2,"15A Phân khu E1, Khu Công Nghệ Cao, Xa Lộ Hà Nội, Phường Hiệp Phú, TP. Thủ Đức, TP. HCM",Số điện thoại: (028) 7109 9388,"Ministop -  Hutech 2 15A Phân khu E1, Khu Công Nghệ Cao, Xa Lộ Hà Nội, Phường Hiệp Phú, TP. Thủ Đức, TP. HCM"
Ministop -  Nguyễn Cửu Vân,"79 Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh",Số điện thoại: (028) 3899 0639,"Ministop -  Nguyễn Cửu Vân 79 Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh"
Ministop -  Vạn Kiếp 2,"87 Vạn Kiếp, Phường 1, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3551 5717,"Ministop -  Vạn Kiếp 2 87 Vạn Kiếp, Phường 1, Quận Bình Thạnh, Thành phố Hồ Chí Minh."
Ministop -  Phú Thọ,"75 Phú Thọ, Phường 1, Quận 11",Số điện thoại: (028) 3960 1226,"Ministop -  Phú Thọ 75 Phú Thọ, Phường 1, Quận 11"
Ministop -  Đại Học Hồng Bàng,"215 Điện Biên Phủ, Phường 2, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3512 5039,"Ministop -  Đại Học Hồng Bàng 215 Điện Biên Phủ, Phường 2, Quận Bình Thạnh, Thành phố Hồ Chí Minh."
Ministop -  Bình Giã,"62 Bình Giã, Phường 13, Quận Tân Bình",Số điện thoại: (028) 3810 6939,"Ministop -  Bình Giã 62 Bình Giã, Phường 13, Quận Tân Bình"
Ministop -  Cao Thắng 2,"262 - 264 Cao Thắng, Phường 12, Quận 10",Số điện thoại: (028) 3862 0672,"Ministop -  Cao Thắng 2 262 - 264 Cao Thắng, Phường 12, Quận 10"
Ministop -  Nguyễn Trọng Tuyển 2,"41 Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận",Số điện thoại: (028) 3995 0993,"Ministop -  Nguyễn Trọng Tuyển 2 41 Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận"
Ministop -  Thích Quảng Đức,"113-115 Thích Quảng Đức, Phường 4, Quận Phú Nhuận",Số điện thoại: (028) 3990 3086,"Ministop -  Thích Quảng Đức 113-115 Thích Quảng Đức, Phường 4, Quận Phú Nhuận"
Ministop -  Ung Văn Khiêm,"31/53 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh",Số điện thoại: (028) 3898 0400,"Ministop -  Ung Văn Khiêm 31/53 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh"
Ministop -  Hoàng Diệu,"192A Hoàng Diệu, Phường 9, Quận 4",Số điện thoại: (028) 3826 6896,"Ministop -  Hoàng Diệu 192A Hoàng Diệu, Phường 9, Quận 4"
Ministop -  Bệnh Viện Nhi Đồng 1 Khu Ngoại Trú,"341 Sư Vạn Hạnh, Phường 10, Quận 10",Số điện thoại: (028) 3834 5580,"Ministop -  Bệnh Viện Nhi Đồng 1 Khu Ngoại Trú 341 Sư Vạn Hạnh, Phường 10, Quận 10"
Ministop -  Masteri Thảo Điền,"T5-B01.03+04, tại tầng 1 thuộc dự án Khu nhà ở chung cư cao cấp Masteri Thảo Điền, số 159 Võ Nguyên Giáp, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3620 2963,"Ministop -  Masteri Thảo Điền T5-B01.03+04, tại tầng 1 thuộc dự án Khu nhà ở chung cư cao cấp Masteri Thảo Điền, số 159 Võ Nguyên Giáp, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh."
Ministop -  Bành Văn Trân,"108A Bành Văn Trân, Phường 7, Quận Tân Bình",Số điện thoại: (028) 3970 1107,"Ministop -  Bành Văn Trân 108A Bành Văn Trân, Phường 7, Quận Tân Bình"
Ministop -  Nguyễn Lâm,"46 Nguyễn Lâm, Phường 6, Quận 10",Số điện thoại: (028) 3853 3539,"Ministop -  Nguyễn Lâm 46 Nguyễn Lâm, Phường 6, Quận 10"
Ministop -  Thành Thái,"136 Thành Thái, Phường 12, Quận 10",Số điện thoại: (028) 3868 0989,"Ministop -  Thành Thái 136 Thành Thái, Phường 12, Quận 10"
Ministop -  Lý Nam Đế,"119 Lý Nam Đế, Phường 7, Quận 11, Thành phố Hồ Chí Minh",Số điện thoại: (028) 3955 1559,"Ministop -  Lý Nam Đế 119 Lý Nam Đế, Phường 7, Quận 11, Thành phố Hồ Chí Minh"
Ministop -  Nguyễn Thiện Thuật 2,"138 Nguyễn Thiện Thuật, Phường 3, Quận 3",Số điện thoại: (028) 3832 8699,"Ministop -  Nguyễn Thiện Thuật 2 138 Nguyễn Thiện Thuật, Phường 3, Quận 3"
Ministop -  Trần Nhân Tôn,"177 - 179 Trần Nhân Tôn, Phường 2, Quận 10",Số điện thoại: (028) 3830 1383,"Ministop -  Trần Nhân Tôn 177 - 179 Trần Nhân Tôn, Phường 2, Quận 10"
Ministop -  Bùi Đình Túy,"247C Bùi Đình Túy, Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3511 6336,"Ministop -  Bùi Đình Túy 247C Bùi Đình Túy, Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh."
Ministop -  Đinh Bộ Lĩnh,"157 Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh",Số điện thoại: (028) 3511 6179,"Ministop -  Đinh Bộ Lĩnh 157 Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh"
Ministop -  Vũ Tông Phan,"8 Vũ Tông Phan, Phường An Phú, TP. Thủ Đức, TP. HCM",Số điện thoại: (028) 3620 5039,"Ministop -  Vũ Tông Phan 8 Vũ Tông Phan, Phường An Phú, TP. Thủ Đức, TP. HCM"
Ministop -  Bình Thới,"120 Bình Thới, Phường 14, Quận 11",Số điện thoại: (028) 3860 0907,"Ministop -  Bình Thới 120 Bình Thới, Phường 14, Quận 11"
Ministop -  Hoàng Hoa Thám 2,"18 Hoàng Hoa Thám, Phường 12, Quận Tân Bình",Số điện thoại: (028) 3811 2879,"Ministop -  Hoàng Hoa Thám 2 18 Hoàng Hoa Thám, Phường 12, Quận Tân Bình"
Ministop -  Trần Quý Cáp,"43 Trần Quý Cáp, Phường 12, Quận Bình Thạnh",Số điện thoại: (028) 3516 3889,"Ministop -  Trần Quý Cáp 43 Trần Quý Cáp, Phường 12, Quận Bình Thạnh"
Ministop -  Sư Vạn Hạnh,"435 Sư Vạn Hạnh, Phường 12, Quận 10",Số điện thoại: (028) 3862 1136,"Ministop -  Sư Vạn Hạnh 435 Sư Vạn Hạnh, Phường 12, Quận 10"
Ministop -  Trần Quốc Toản,"47 Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3",Số điện thoại: (028) 3820 6188,"Ministop -  Trần Quốc Toản 47 Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3"
Ministop -  Khu cư xá Bình Thới,"60 Đường số 5, Khu cư xá Bình Thới, Phường 8, Quận 11",Số điện thoại: (028) 3962 0886,"Ministop -  Khu cư xá Bình Thới 60 Đường số 5, Khu cư xá Bình Thới, Phường 8, Quận 11"
Ministop -  Nguyễn Du,"15 Nguyễn Du, Phường 1, Quận Gò Vấp, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3894 1268,"Ministop -  Nguyễn Du 15 Nguyễn Du, Phường 1, Quận Gò Vấp, Thành phố Hồ Chí Minh."
Ministop -  Xóm Chiếu,"181/13 Xóm Chiếu, Phường 16, Quận 4",Số điện thoại: (028) 3825 9396,"Ministop -  Xóm Chiếu 181/13 Xóm Chiếu, Phường 16, Quận 4"
Ministop -  Lê Quang Định,"484 Lê Quang Định, Phường 11, Quận Bình Thạnh",Số điện thoại: (028) 3515 5136,"Ministop -  Lê Quang Định 484 Lê Quang Định, Phường 11, Quận Bình Thạnh"
Ministop -  Trần Đình Xu,"114 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1",Số điện thoại: (028) 3836 4339,"Ministop -  Trần Đình Xu 114 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1"
Ministop -   KTX Đại Học Quốc Gia (Khu A),"Nhà A19 - Ký túc xá Khu A Đại học Quốc Gia, Khu phố Tân Lập, Phường Đông Hòa, Thành phố Dĩ An, Tỉnh Bình Dương",Số điện thoại: (028) 3620 1065,"Ministop -   KTX Đại Học Quốc Gia (Khu A) Nhà A19 - Ký túc xá Khu A Đại học Quốc Gia, Khu phố Tân Lập, Phường Đông Hòa, Thành phố Dĩ An, Tỉnh Bình Dương"
Ministop -  Hoa Sứ,"61 Hoa Sứ, Phường 7, Quận Phú Nhuận",Số điện thoại: (028) 3510 0286,"Ministop -  Hoa Sứ 61 Hoa Sứ, Phường 7, Quận Phú Nhuận"
Ministop -  Nam Kỳ Khởi Nghĩa,"75 (Tầng 1) Nam Kỳ Khởi Nghĩa, Phường Bến Thành, Quận 1",Số điện thoại: (028) 3823 3968,"Ministop -  Nam Kỳ Khởi Nghĩa 75 (Tầng 1) Nam Kỳ Khởi Nghĩa, Phường Bến Thành, Quận 1"
Ministop -  Vũ Huy Tấn,"15K Vũ Huy Tấn, Phường 1, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3510 0388,"Ministop -  Vũ Huy Tấn 15K Vũ Huy Tấn, Phường 1, Quận Bình Thạnh, Thành phố Hồ Chí Minh."
Ministop -  Đào Duy Từ,"17 Đào Duy Từ, Phường 8, Quận 10, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3857 9993,"Ministop -  Đào Duy Từ 17 Đào Duy Từ, Phường 8, Quận 10, Thành phố Hồ Chí Minh."
Ministop -  Nguyễn Trọng Tuyển,"351A Nguyễn Trọng Tuyển, Phường 1, Quận Tân Bình",Số điện thoại: (028) 3842 0122,"Ministop -  Nguyễn Trọng Tuyển 351A Nguyễn Trọng Tuyển, Phường 1, Quận Tân Bình"
Ministop -  Vườn Lài,"56 Vườn Lài, Phường Tân Thành, Quận Tân Phú",Số điện thoại: (028) 3810 2988,"Ministop -  Vườn Lài 56 Vườn Lài, Phường Tân Thành, Quận Tân Phú"
Ministop -  Thăng Long,"33 Thăng Long, Phường 4, Quận Tân Bình",Số điện thoại: (028) 3948 4878,"Ministop -  Thăng Long 33 Thăng Long, Phường 4, Quận Tân Bình"
Ministop -  Nguyễn Gia Trí,"106 Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh",Số điện thoại: (028) 3512 2039,"Ministop -  Nguyễn Gia Trí 106 Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh"
Ministop -  Trần Khắc Chân,"79 Trần Khắc Chân, Phường Tân Định, Quận 1",Số điện thoại: (028) 3526 8939,"Ministop -  Trần Khắc Chân 79 Trần Khắc Chân, Phường Tân Định, Quận 1"
Ministop -  Phạm Văn Hai,"204 Phạm Văn Hai, Phường 5, Quận Tân Bình",Số điện thoại: (028) 3846 0899,"Ministop -  Phạm Văn Hai 204 Phạm Văn Hai, Phường 5, Quận Tân Bình"
Ministop -  Nguyễn Biểu,"207 Nguyễn Biểu, Phường 2, Quận 5",Số điện thoại: (028) 3838 3663,"Ministop -  Nguyễn Biểu 207 Nguyễn Biểu, Phường 2, Quận 5"
Ministop -  Trương Công Định,"88-88A-90-92 Trương Công Định, Phường 14, Quận Tân Bình Số điện thoại:",Số điện thoại: (028) 3849 0929,"Ministop -  Trương Công Định 88-88A-90-92 Trương Công Định, Phường 14, Quận Tân Bình Số điện thoại:"
Ministop -  Bạch Đằng 2,"B22 Bạch Đằng, Phường 2, Quận Tân Bình Số điện thoại:",Số điện thoại: (028) 3848 6579,"Ministop -  Bạch Đằng 2 B22 Bạch Đằng, Phường 2, Quận Tân Bình Số điện thoại:"
Ministop -  Ngô Tất Tố,"69 Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh. Số điện thoại:",Số điện thoại: (028) 3514 0979,"Ministop -  Ngô Tất Tố 69 Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh. Số điện thoại:"
Ministop -  Hậu Giang,"45 Hậu Giang, Phường 4, Quận Tân Bình Số điện thoại:",Số điện thoại: (028) 3811 1006,"Ministop -  Hậu Giang 45 Hậu Giang, Phường 4, Quận Tân Bình Số điện thoại:"
Ministop -  Phạm Viết Chánh 2,"37-39 Phạm Viết Chánh, Phường 19, Quận Bình Thạnh Số điện thoại:",Số điện thoại: (028) 3840 8008,"Ministop -  Phạm Viết Chánh 2 37-39 Phạm Viết Chánh, Phường 19, Quận Bình Thạnh Số điện thoại:"
Ministop -  Hutech (Điện Biên Phủ),"475A Điện Biên Phủ, Phường 25, Quận Bình Thạnh Số điện thoại:",Số điện thoại: (028) 3510 6067,"Ministop -  Hutech (Điện Biên Phủ) 475A Điện Biên Phủ, Phường 25, Quận Bình Thạnh Số điện thoại:"
Ministop -  Hoàng Hoa Thám,"10A Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh Số điện thoại:",Số điện thoại: (028) 3510 1677,"Ministop -  Hoàng Hoa Thám 10A Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh Số điện thoại:"
Ministop -  Hòa Hưng,"101 Hòa Hưng, Phường 12, Quận 10 Số điện thoại:",Số điện thoại: (028) 3979 8978,"Ministop -  Hòa Hưng 101 Hòa Hưng, Phường 12, Quận 10 Số điện thoại:"
Ministop -  Cư Xá Đô Thành,"129 - 131 Đường số 3, Cư Xá Đô Thành, Phường 4, Quận 3 Số điện thoại:",Số điện thoại: (028) 3834 1749,"Ministop -  Cư Xá Đô Thành 129 - 131 Đường số 3, Cư Xá Đô Thành, Phường 4, Quận 3 Số điện thoại:"
Ministop -  Nguyễn Thượng Hiền,"245 Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Thành phố Hồ Chí Minh. Số điện thoại:",Số điện thoại: (028) 3515 0783,"Ministop -  Nguyễn Thượng Hiền 245 Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Thành phố Hồ Chí Minh. Số điện thoại:"
Ministop -  Trần Doãn Khanh,"02 Trần Doãn Khanh, Phường Đa Kao, Quận 1 Số điện thoại:",Số điện thoại: (028) 3910 1233,"Ministop -  Trần Doãn Khanh 02 Trần Doãn Khanh, Phường Đa Kao, Quận 1 Số điện thoại:"
MINISTOP -  Bạch Đằng,"165 Bạch Đằng, Phường 2, Quận Tân Bình",Số điện thoại: (028) 3547 1213,"MINISTOP -  Bạch Đằng 165 Bạch Đằng, Phường 2, Quận Tân Bình"
MINISTOP -  Nguyễn Hồng Đào,"191 - 193 Nguyễn Hồng Đào, Phường 14, Quận Tân Bình",Số điện thoại: (028) 3849 4782,"MINISTOP -  Nguyễn Hồng Đào 191 - 193 Nguyễn Hồng Đào, Phường 14, Quận Tân Bình"
MINISTOP -  Trần Thiện Chánh,"77 Trần Thiện Chánh, Phường 12, Quận 10",Số điện thoại: (028) 3868 4543,"MINISTOP -  Trần Thiện Chánh 77 Trần Thiện Chánh, Phường 12, Quận 10"
MINISTOP -  Lam Sơn,"25A Lam Sơn, Phường 2, Quận Tân Bình",Số điện thoại: (028) 3547 0449,"MINISTOP -  Lam Sơn 25A Lam Sơn, Phường 2, Quận Tân Bình"
