,name,extracted_address,latitude,longitude,url,cleaned_url,url_type,address,addr_cos_sim,annotated_url
0,Ministop -  Nguyễn Trãi 2,"927 Nguyễn Trãi, Phường 14, Quận 5, Thành phố Hồ Chí Minh, Vietnam",10.7527876,106.6553383,"https://www.google.com/maps/place/MINISTOP/@10.7527876,106.6553383,17z/data=!3m1!4b1!4m6!3m5!1s0x31752faee0d81739:0x2c8c6fd591cf5121!8m2!3d10.7527876!4d106.6553383!16s/g/11fnw0sqgz","https://www.google.com/maps/place/MINISTOP/@10.7527876,106.6553383,17z/data=!3m1!4b1!4m6!3m5!1s0x31752faee0d81739:0x2c8c6fd591cf5121!8m2!3d10.7527876!4d106.6553383!16s/g/11fnw0sqgz",search+selected_place,"318 Nguyễn Trãi, Phường An Đông, Thành phố Hồ Chí Minh.",0.7912725,"https://www.google.com/maps/place/Ministop+-+318+Nguy%E1%BB%85n+Tr%C3%A3i/@10.7560026,106.674836,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f0067d157b3:0xe0577ff0296c36cc!8m2!3d10.7560026!4d106.674836!16s%2Fg%2F11xvtqltwj?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
1,Ministop -  Scenic Valley 2,"2 Đ. Quán Âm Bồ Tát, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",10.7313368,106.7172979,"https://www.google.com/maps/place/MINISTOP%2BS268%2B-%2BSCENIC%2BVALLEY%2B2/@10.7313368,106.7172979,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f0051cd8381:0x85abd69c5c6fa519!8m2!3d10.7313368!4d106.7172979!16s/g/11xz0js1mz","https://www.google.com/maps/place/MINISTOP%2BS268%2B-%2BSCENIC%2BVALLEY%2B2/@10.7313368,106.7172979,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f0051cd8381:0x85abd69c5c6fa519!8m2!3d10.7313368!4d106.7172979!16s/g/11xz0js1mz",search+selected_place,"A0.03, trệt + lầu 1 (Tầng 1+2), Dự án khu dân cư Scenic Valley 2 (Lô MD4-4) – Phú Mỹ Hưng, Phường Tân Mỹ, Thành phố Hồ Chí Minh.",0.6973743,"https://www.google.com/maps/place/MINISTOP+S268+-+SCENIC+VALLEY+2/@10.7313368,106.7172979,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f0051cd8381:0x85abd69c5c6fa519!8m2!3d10.7313368!4d106.7172979!16s%2Fg%2F11xz0js1mz?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
2,Ministop -  Tân Sơn Nhì 3,"293 Đ. Tân Kỳ Tân Quý, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",10.8021666,106.6265805,"https://www.google.com/maps/place/MINISTOP%2B-%2BT%C3%82N%2BK%E1%BB%B2%2BT%C3%82N%2BQU%C3%9D/@10.8021666,106.6265805,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b4ff1f46ee3:0x5e8717e2631358fa!8m2!3d10.8021666!4d106.6265805!16s/g/11pf681q26","https://www.google.com/maps/place/MINISTOP%2B-%2BT%C3%82N%2BK%E1%BB%B2%2BT%C3%82N%2BQU%C3%9D/@10.8021666,106.6265805,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b4ff1f46ee3:0x5e8717e2631358fa!8m2!3d10.8021666!4d106.6265805!16s/g/11pf681q26",search+selected_place,"200A - 200B Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Thành phố Hồ Chí Minh.",0.7816329,"https://www.google.com/maps/place/CHTL+Ministop+-+S256+-+T%C3%A2n+S%C6%A1n+Nh%C3%AC/@10.7990691,106.6318827,17z/data=!3m1!4b1!4m6!3m5!1s0x3175290077e3f453:0x59a2d476e31264d7!8m2!3d10.7990691!4d106.6318827!16s%2Fg%2F11vxygdcwx?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
3,Ministop -  Tân Kỳ Tân Quý 3,"293 Đ. Tân Kỳ Tân Quý, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",10.8021666,106.6265805,"https://www.google.com/maps/place/MINISTOP%2B-%2BT%C3%82N%2BK%E1%BB%B2%2BT%C3%82N%2BQU%C3%9D/@10.8021666,106.6265805,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b4ff1f46ee3:0x5e8717e2631358fa!8m2!3d10.8021666!4d106.6265805!16s/g/11pf681q26","https://www.google.com/maps/place/MINISTOP%2B-%2BT%C3%82N%2BK%E1%BB%B2%2BT%C3%82N%2BQU%C3%9D/@10.8021666,106.6265805,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b4ff1f46ee3:0x5e8717e2631358fa!8m2!3d10.8021666!4d106.6265805!16s/g/11pf681q26",search+selected_place,"164A Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Thành phố Hồ Chí Minh.",0.8127612,"https://www.google.com/maps/place/MINISTOP+-+Tan+Ky+Tan+Quy/@10.803264,106.6221479,15z/data=!4m10!1m2!2m1!1zbWluaXN0b3AgMTY0QSBUw6JuIEvhu7MgVMOibiBRdcO9LCBQaMaw4budbmcgU8ahbiBL4buzLCBRdeG6rW4gVMOibiBQaMO6LCBUaMOgbmggcGjhu5EgSOG7kyBDaMOtIE1pbmgu!3m6!1s0x317529000bfa0347:0x3c73f3c990def354!8m2!3d10.803264!4d106.6309026!15sCmZtaW5pc3RvcCAxNjRBIFTDom4gS-G7syBUw6JuIFF1w70sIFBoxrDhu51uZyBTxqFuIEvhu7MsIFF14bqtbiBUw6JuIFBow7osIFRow6BuaCBwaOG7kSBI4buTIENow60gTWluaC4iA4gBAVpkImJtaW5pc3RvcCAxNjRhIHTDom4ga-G7syB0w6JuIHF1w70gcGjGsOG7nW5nIHPGoW4ga-G7syBxdeG6rW4gdMOibiBwaMO6IHRow6BuaCBwaOG7kSBo4buTIGNow60gbWluaJIBEWNvbnZlbmllbmNlX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJpT1hKUVdWcFJFQUXgAQD6AQQIABBD!16s%2Fg%2F11v_4pv2c9?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
4,Ministop -  Alnata Plus – Celadon City,"S2.0.02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8039193,106.6167408,"https://www.google.com/maps/place/CHTL%2B-%2BMINISTOP%2B-%2BS254%2B-%2BCeladon%2BCity/@10.8039193,106.6167408,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b005445caf1:0xb75d59c613fde84!8m2!3d10.8039193!4d106.6167408!16s/g/11w3lspy4c","https://www.google.com/maps/place/CHTL%2B-%2BMINISTOP%2B-%2BS254%2B-%2BCeladon%2BCity/@10.8039193,106.6167408,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b005445caf1:0xb75d59c613fde84!8m2!3d10.8039193!4d106.6167408!16s/g/11w3lspy4c",search+selected_place,"S2.0.02, Tầng Trệt và Tầng 1, Khối đế P2, Khu A6 (Alnata Plus – Celadon City), Số 2, Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Thành phố Hồ Chí Minh.",0.7402806,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+S254+-+Celadon+City/@10.8043461,106.6161862,18.49z/data=!4m6!3m5!1s0x31752b005445caf1:0xb75d59c613fde84!8m2!3d10.8039193!4d106.6167408!16s%2Fg%2F11w3lspy4c?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
5,Ministop -  Westgate,"MHRP+3G Chung cư Westgate, TT. Tân Túc, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",10.6902398,106.5862555,"https://www.google.com/maps/place/Ministop%2B-%2BWestgate/@10.6902398,106.5862555,17z/data=!3m1!4b1!4m6!3m5!1s0x317533000fa7efe7:0x6c66ad9c7427587c!8m2!3d10.6902398!4d106.5862555!16s/g/11y43xgh7w","https://www.google.com/maps/place/Ministop%2B-%2BWestgate/@10.6902398,106.5862555,17z/data=!3m1!4b1!4m6!3m5!1s0x317533000fa7efe7:0x6c66ad9c7427587c!8m2!3d10.6902398!4d106.5862555!16s/g/11y43xgh7w",search+selected_place,"0.04 Lầu Trệt (Thông tầng) Tháp A1, Dự án Westgate, Lô F Trung tâm hành chính huyện Bình Chánh, Đường Tân Túc, Khu phố 4, Thị trấn Tân Túc, Huyện Bình Chánh, Thành phố Hồ Chí Minh.",0.6454748,"https://www.google.com/maps/place/Ministop+-+Westgate/@10.6904507,106.5865452,17z/data=!4m6!3m5!1s0x317533000fa7efe7:0x6c66ad9c7427587c!8m2!3d10.6902398!4d106.5862555!16s%2Fg%2F11y43xgh7w?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
6,Ministop -  UOA Tower,"6 Tân Trào, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",10.7301206,106.7246932,"https://www.google.com/maps/place/Ministop%2B-%2BUOA%2BTower/@10.7301206,106.7246932,17z/data=!3m1!4b1!4m6!3m5!1s0x31752500042a5461:0xebe8bf52a1f4bea1!8m2!3d10.7301206!4d106.7246932!16s/g/11y3vq_2r4","https://www.google.com/maps/place/Ministop%2B-%2BUOA%2BTower/@10.7301206,106.7246932,17z/data=!3m1!4b1!4m6!3m5!1s0x31752500042a5461:0xebe8bf52a1f4bea1!8m2!3d10.7301206!4d106.7246932!16s/g/11y3vq_2r4",search+selected_place,"UOA Tower, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh.",0.7663414,"https://www.google.com/maps/place/Ministop+-+UOA+Tower/@10.7301206,106.7246932,17z/data=!3m1!4b1!4m6!3m5!1s0x31752500042a5461:0xebe8bf52a1f4bea1!8m2!3d10.7301206!4d106.7246932!16s%2Fg%2F11y3vq_2r4?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
7,Ministop -  Điện Biên Phủ 2,"215 Điện Biên Phủ, Phường 2, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8004298,106.7067983,"https://www.google.com/maps/place/Ministop%2BVietnam%2Bcompany%2Blimited/@10.8004298,106.7067983,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f373ef3a5b1:0x569a2a75929fd426!8m2!3d10.8004298!4d106.7067983!16s/g/11f2b70817","https://www.google.com/maps/place/Ministop%2BVietnam%2Bcompany%2Blimited/@10.8004298,106.7067983,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f373ef3a5b1:0x569a2a75929fd426!8m2!3d10.8004298!4d106.7067983!16s/g/11f2b70817",search+selected_place,"153 Điện Biên Phủ, Phường 2, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",0.82347506,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+246+-+%C4%90i%E1%BB%87n+Bi%C3%AAn+Ph%E1%BB%A7/@10.7974295,106.6993773,16z/data=!4m10!1m2!2m1!1zbWluaXN0b3AgMTUzIMSQaeG7h24gQmnDqm4gUGjhu6csIFBoxrDhu51uZyAyLCBRdeG6rW4gQsOsbmggVGjhuqFuaCwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5oLg!3m6!1s0x317529003a924565:0x20fa51ea59cde12d!8m2!3d10.7974295!4d106.7037547!15sCmFtaW5pc3RvcCAxNTMgxJBp4buHbiBCacOqbiBQaOG7pywgUGjGsOG7nW5nIDIsIFF14bqtbiBCw6xuaCBUaOG6oW5oLCBUaMOgbmggcGjhu5EgSOG7kyBDaMOtIE1pbmguIgOIAQGSAQxvdXRsZXRfc3RvcmXgAQA!16s%2Fg%2F11lnwmwb71?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
8,Ministop -  Lê Quang Định 2,"484 Lê Quang Định, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8142932,106.6897471,"https://www.google.com/maps/place/MINISTOP/@10.8142932,106.6897471,17z/data=!3m1!4b1!4m6!3m5!1s0x317528e85f757187:0xb16fd146e3121940!8m2!3d10.8142932!4d106.6897471!16s/g/11cs16zn7w","https://www.google.com/maps/place/MINISTOP/@10.8142932,106.6897471,17z/data=!3m1!4b1!4m6!3m5!1s0x317528e85f757187:0xb16fd146e3121940!8m2!3d10.8142932!4d106.6897471!16s/g/11cs16zn7w",search+selected_place,"97 Lê Quang Định, Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",0.75505877,"https://www.google.com/maps/place/Ministop/@10.8063378,106.679345,14z/data=!4m10!1m2!2m1!1zbWluaXN0b3AgOTcgTMOqIFF1YW5nIMSQ4buLbmgsIFBoxrDhu51uZyAxNCwgUXXhuq1uIELDrG5oIFRo4bqhbmgsIFRow6BuaCBwaOG7kSBI4buTIENow60gTWluaC4!3m6!1s0x31752900179abc1b:0xcca34a06295501ee!8m2!3d10.8063378!4d106.6968545!15sCl9taW5pc3RvcCA5NyBMw6ogUXVhbmcgxJDhu4tuaCwgUGjGsOG7nW5nIDE0LCBRdeG6rW4gQsOsbmggVGjhuqFuaCwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5oLiIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmXgAQA!16s%2Fg%2F11vwnh8zv7?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
9,Ministop -  Đại học Văn Lang,"TK17/1 Nguyễn Cảnh Chân, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh, Vietnam",10.7581011,106.6885685,"https://www.google.com/maps/place/MINISTOP%2BNguy%E1%BB%85n%2BC%E1%BA%A3nh%2BCh%C3%A2n/@10.7581011,106.6885685,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fa0d63f4303:0x6468aec8016a5d50!8m2!3d10.7581011!4d106.6885685!16s/g/11gh4mb3t0","https://www.google.com/maps/place/MINISTOP%2BNguy%E1%BB%85n%2BC%E1%BA%A3nh%2BCh%C3%A2n/@10.7581011,106.6885685,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fa0d63f4303:0x6468aec8016a5d50!8m2!3d10.7581011!4d106.6885685!16s/g/11gh4mb3t0",search+selected_place,"233A Phan Văn Trị, Phường 11, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",0.7376776,"https://www.google.com/maps/place/Ministop+V%C4%83n+Lang+-+C%C6%A1+S%E1%BB%9F+2/@10.812495,106.6942517,17z/data=!3m1!4b1!4m6!3m5!1s0x3175290025a7cfe9:0xf9a88d897c7f1f17!8m2!3d10.812495!4d106.6942517!16s%2Fg%2F11y37b8zld?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
10,Ministop -  Hoàng Hoa Thám 4,"10A Hoàng Hoa Thám, Phường 7, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8047072,106.6918625,"https://www.google.com/maps/place/MINISTOP/@10.8047072,106.6918625,17z/data=!3m1!4b1!4m6!3m5!1s0x317528c467f81b55:0xa0c0e32a7fb95e48!8m2!3d10.8047072!4d106.6918625!16s/g/11btrs3q_0","https://www.google.com/maps/place/MINISTOP/@10.8047072,106.6918625,17z/data=!3m1!4b1!4m6!3m5!1s0x317528c467f81b55:0xa0c0e32a7fb95e48!8m2!3d10.8047072!4d106.6918625!16s/g/11btrs3q_0",search+selected_place,"153A Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh.",0.7947673,"https://www.google.com/maps/place/MINISTOP+-+S235+-+Ho%C3%A0ng+Hoa+Th%C3%A1m/@10.8047562,106.6430689,16z/data=!4m10!1m2!2m1!1zbWluaXN0b3AgMTUzQSBIb8OgbmcgSG9hIFRow6FtLCBQaMaw4budbmcgMTMsIFF14bqtbiBUw6JuIELDrG5oLCBUaMOgbmggcGjhu5EgSOG7kyBDaMOtIE1pbmgu!3m6!1s0x317529001bb91ded:0xebd9359dae21fe29!8m2!3d10.8047562!4d106.6474463!15sCl1taW5pc3RvcCAxNTNBIEhvw6BuZyBIb2EgVGjDoW0sIFBoxrDhu51uZyAxMywgUXXhuq1uIFTDom4gQsOsbmgsIFRow6BuaCBwaOG7kSBI4buTIENow60gTWluaC4iA4gBAZIBEWNvbnZlbmllbmNlX3N0b3Jl4AEA!16s%2Fg%2F11y45kc44q?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
11,Ministop -  Nguyễn Văn Lượng,"87, street 11, district Go Vap, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",10.8398546,106.6670188,"https://www.google.com/maps/place/MINISTOP-S233/@10.8398546,106.6670188,17z/data=!3m1!4b1!4m6!3m5!1s0x317529fe448fa325:0xf201aa42b5fd24fd!8m2!3d10.8398546!4d106.6670188!16s/g/11w3p1wg60","https://www.google.com/maps/place/MINISTOP-S233/@10.8398546,106.6670188,17z/data=!3m1!4b1!4m6!3m5!1s0x317529fe448fa325:0xf201aa42b5fd24fd!8m2!3d10.8398546!4d106.6670188!16s/g/11w3p1wg60",search+selected_place,"368/16 Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Thành phố Hồ Chí Minh.",0.6804873,"https://www.google.com/maps/place/MINISTOP-S233/@10.8398526,106.6660438,18z/data=!4m6!3m5!1s0x317529fe448fa325:0xf201aa42b5fd24fd!8m2!3d10.8398546!4d106.6670188!16s%2Fg%2F11w3p1wg60?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
12,Ministop -  Cityland Park Hills 2,"P5-00.13 Cityland Park Hills, 18 Đ. Phan Văn Trị, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",10.836833,106.6675504,"https://www.google.com/maps/place/Ministop/@10.836833,106.6675504,17z/data=!3m1!4b1!4m6!3m5!1s0x3175292161caf477:0x479077db8b93dede!8m2!3d10.836833!4d106.6675504!16s/g/11ftwg106f","https://www.google.com/maps/place/Ministop/@10.836833,106.6675504,17z/data=!3m1!4b1!4m6!3m5!1s0x3175292161caf477:0x479077db8b93dede!8m2!3d10.836833!4d106.6675504!16s/g/11ftwg106f",search+selected_place,"Lô thương mại TMDV03 tại tầng 1, địa chỉ số 0.08 Chung cư CH3, Đường số 8, Khu dân cư Cityland, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh.",0.5941821,"https://www.google.com/maps/place/Ministop/@10.83559,106.6656871,18z/data=!4m10!1m2!2m1!1zTMO0IHRoxrDGoW5nIG3huqFpIFRNRFYwMyB04bqhaSB04bqnbmcgMSwgxJHhu4thIGNo4buJIHPhu5EgMC4wOCBDaHVuZyBjxrAgQ0gzLCDEkMaw4budbmcgc-G7kSA4LCBLaHUgZMOibiBjxrAgQ2l0eWxhbmQsIFBoxrDhu51uZyAxMCwgUXXhuq1uIEfDsiBW4bqlcCwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5oLg!3m6!1s0x317529006995cb15:0x92026f344c60d9d0!8m2!3d10.8355893!4d106.6667895!15sCrUBTMO0IHRoxrDGoW5nIG3huqFpIFRNRFYwMyB04bqhaSB04bqnbmcgMSwgxJHhu4thIGNo4buJIHPhu5EgMC4wOCBDaHVuZyBjxrAgQ0gzLCDEkMaw4budbmcgc-G7kSA4LCBLaHUgZMOibiBjxrAgQ2l0eWxhbmQsIFBoxrDhu51uZyAxMCwgUXXhuq1uIEfDsiBW4bqlcCwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5oLlqxASKuAWzDtCB0aMawxqFuZyBt4bqhaSB0bWR2MDMgdOG6oWkgdOG6p25nIDEgxJHhu4thIGNo4buJIHPhu5EgMC4wOCBjaHVuZyBjxrAgY2gzIMSRxrDhu51uZyBz4buRIDgga2h1IGTDom4gY8awIGNpdHlsYW5kIHBoxrDhu51uZyAxMCBxdeG6rW4gZ8OyIHbhuqVwIHRow6BuaCBwaOG7kSBo4buTIGNow60gbWluaJIBDWdyb2Nlcnlfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblRVUnZkMWxIU1ROblJSQULgAQD6AQQIABA1!16s%2Fg%2F11wfx04pgc?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
13,Ministop -  Khu dân cư Vĩnh Lộc,"1 Đ. A8, Khu Phố 5, Bình Tân, Thành phố Hồ Chí Minh 700000, Vietnam",10.8043218,106.593699,"https://www.google.com/maps/place/Ministop%2B-%2BS228%2BKhu%2BD%C3%A2n%2BC%C6%B0%2BV%C4%A9nh%2BL%E1%BB%99c%2B-%2B%C4%90%C6%B0%E1%BB%9Dng%2BS%E1%BB%91%2B8/@10.8043218,106.593699,17z/data=!3m1!4b1!4m6!3m5!1s0x31752bd600f0d39d:0x18722e932b402d1d!8m2!3d10.8043218!4d106.593699!16s/g/11vl501_f7","https://www.google.com/maps/place/Ministop%2B-%2BS228%2BKhu%2BD%C3%A2n%2BC%C6%B0%2BV%C4%A9nh%2BL%E1%BB%99c%2B-%2B%C4%90%C6%B0%E1%BB%9Dng%2BS%E1%BB%91%2B8/@10.8043218,106.593699,17z/data=!3m1!4b1!4m6!3m5!1s0x31752bd600f0d39d:0x18722e932b402d1d!8m2!3d10.8043218!4d106.593699!16s/g/11vl501_f7",search+selected_place,"01 Đường số 8, Khu dân cư Vĩnh Lộc, Khu phố 4, Phường Bình Hưng Hòa B, Quận Bình Tân, Thành phố Hồ Chí Minh.",0.7840859,"https://www.google.com/maps/place/Ministop+-+S228+Khu+D%C3%A2n+C%C6%B0+V%C4%A9nh+L%E1%BB%99c+-+%C4%90%C6%B0%E1%BB%9Dng+S%E1%BB%91+8/@10.8043218,106.593699,17z/data=!3m1!4b1!4m6!3m5!1s0x31752bd600f0d39d:0x18722e932b402d1d!8m2!3d10.8043218!4d106.593699!16s%2Fg%2F11vl501_f7?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
14,Ministop -  Cao ốc Re,"Bắc Sơn, Trảng Bom District, Dong Nai, Vietnam",10.9663656,106.9547279,"https://www.google.com/maps/place/Mini%2BStop/@10.9663656,106.9547279,17z/data=!3m1!4b1!4m6!3m5!1s0x3174e721466e4a0f:0xcf898445c430840!8m2!3d10.9663656!4d106.9547279!16s/g/11hm427vtn","https://www.google.com/maps/place/Mini%2BStop/@10.9663656,106.9547279,17z/data=!3m1!4b1!4m6!3m5!1s0x3174e721466e4a0f:0xcf898445c430840!8m2!3d10.9663656!4d106.9547279!16s/g/11hm427vtn",search+selected_place,"Tầng 1&2 – TMDV 03 – Cao ốc RES11, 205 Lạc Long Quân, Phường 03, Quận 11, Thành phố Hồ Chí Minh.",0.56177294,"https://www.google.com/maps/place/MINISTOP+-+S225+-+Cao+%E1%BB%91c+Res11/@10.8043218,106.593699,13z/data=!4m10!1m2!2m1!1zbWluaXN0b3AgVOG6p25nIDEmMiDigJMgVE1EViAwMyDigJMgQ2FvIOG7kWMgUkVTMTEsIDIwNSBM4bqhYyBMb25nIFF1w6JuLCBQaMaw4budbmcgMDMsIFF14bqtbiAxMSwgVGjDoG5oIHBo4buRIEjhu5MgQ2jDrSBNaW5oLg!3m6!1s0x31752f001e56f52f:0xc470499605e6a34d!8m2!3d10.763596!4d106.6418318!15sCn9taW5pc3RvcCBU4bqnbmcgMSYyIOKAkyBUTURWIDAzIOKAkyBDYW8g4buRYyBSRVMxMSwgMjA1IEzhuqFjIExvbmcgUXXDom4sIFBoxrDhu51uZyAwMywgUXXhuq1uIDExLCBUaMOgbmggcGjhu5EgSOG7kyBDaMOtIE1pbmguIgOIAQFadCJybWluaXN0b3AgdOG6p25nIDEmMiB0bWR2IDAzIGNhbyDhu5FjIHJlczExIDIwNSBs4bqhYyBsb25nIHF1w6JuIHBoxrDhu51uZyAwMyBxdeG6rW4gMTEgdGjDoG5oIHBo4buRIGjhu5MgY2jDrSBtaW5okgERY29udmVuaWVuY2Vfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZNWDBsMlNsQTRiMkpMUkZGQkVBReABAPoBBAgAEDI!16s%2Fg%2F11vs7pg277?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D"
