,Name,latitude,longitude,url,Location,Phone
42,Ministop -  Đất Mới ,10.7726162,106.6065031,"https://www.google.com/maps/place/MINISTOP+-+S227+-+%C4%90%E1%BA%A5t+M%E1%BB%9Bi/@10.7726162,106.6065031,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d003fbf1593:0x28173fc666ce9a84!8m2!3d10.7726109!4d106.609078!16s%2Fg%2F11ld86x5_s?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","367 Đất Mới, Khu phố 5, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3622 1848
43,Ministop -  Phạm Văn Bạch ,10.8358562,106.6417647,"https://www.google.com/maps/place/Ministop+Ph%E1%BA%A1m+V%C4%83n+B%E1%BA%A1ch/@10.8358562,106.6417647,17z/data=!3m1!4b1!4m6!3m5!1s0x317529ee3567db43:0x9ff2b44d0824817!8m2!3d10.8358509!4d106.6443396!16s%2Fg%2F11vkrk5n3r?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","997 Phạm Văn Bạch, Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 2946
44,Ministop -  Cao ốc Re ,10.8824519,106.7425725,"https://www.google.com/maps/search/Ministop+-++Cao+%E1%BB%91c+Re+/@10.8824519,106.7425725,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","Tầng 1&2 – TMDV 03 – Cao ốc RES11, 205 Lạc Long Quân, Phường 03, Quận 11, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3620 7719
45,Ministop -  Phan Văn Đạt ,10.7752188,106.7025143,"https://www.google.com/maps/place/Mini+Stop/@10.7752188,106.7025143,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fc70da97fa1:0xd2289a13ec3f93eb!8m2!3d10.7752135!4d106.7050892!16s%2Fg%2F11vdjhvrqr?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","13 Phan Văn Đạt, Phường Bến Nghé, Quận 01, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3510 0838
46,Ministop -  Lý Tự Trọng 3 ,10.7739983,106.6941487,"https://www.google.com/maps/place/Ministop+-+L%C3%BD+T%E1%BB%B1+Tr%E1%BB%8Dng+3/@10.7739983,106.6941487,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f8dbc2e05d7:0x600a77e7b74b25b7!8m2!3d10.773993!4d106.6967236!16s%2Fg%2F11y1htdjpk?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","126 Lý Tự Trọng, Phường Bến Thành, Quận 01, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 9447
47,Ministop -  Tân Quý 2 ,10.7974518,106.6134251,"https://www.google.com/maps/search/Ministop+-++T%C3%A2n+Qu%C3%BD+2+/@10.7974518,106.6134251,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","192 - 194 Tân Quý, Phường Tân Quý, Quận Tân Phú, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3620 5590
48,Ministop -  Trần Bình Trọng ,10.8127108,106.6854112,"https://www.google.com/maps/place/MINISTOP/@10.8127108,106.6854112,17z/data=!3m1!4b1!4m6!3m5!1s0x3175295cffff2989:0x3d988226a14d5c63!8m2!3d10.8127055!4d106.6879861!16s%2Fg%2F11krtx7b82?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","52G Trần Bình Trọng, Phường 05, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3515 6095
49,Ministop -  Lạc Long Quân 2 ,10.7647174,106.6362013,"https://www.google.com/maps/search/Ministop+-++L%E1%BA%A1c+Long+Qu%C3%A2n+2+/@10.7647174,106.6362013,16z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","109 Lạc Long Quân, Phường 01, Quận 11, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3620 4151
50,Ministop -  Thành Thái 3 ,10.7715608,106.658991,"https://www.google.com/maps/search/Ministop+-++Th%C3%A0nh+Th%C3%A1i+3+/@10.7715608,106.658991,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","5 Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3622 1890
51,Ministop -  Mã Lò ,10.7770748,106.6076244,"https://www.google.com/maps/search/Ministop+-++M%C3%A3+L%C3%B2+/@10.7770748,106.6076244,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","168 Mã Lò, Khu phố 2, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 8400
52,Ministop -  Lê Văn Thọ ,10.845886,106.6534872,"https://www.google.com/maps/search/Ministop+-++L%C3%AA+V%C4%83n+Th%E1%BB%8D+/@10.845886,106.6534872,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","314 Lê Văn Thọ, Phường 11, Quận Gò Vấp, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 2762
53,Ministop -  Lê Đức Thọ 2 ,10.8498155,106.653479,"https://www.google.com/maps/search/Ministop+-++L%C3%AA+%C4%90%E1%BB%A9c+Th%E1%BB%8D+2+/@10.8498155,106.653479,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","1177 Lê Đức Thọ, Phường 15, Quận Gò Vấp, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 2745
54,Ministop -  Cư Xá Lữ Gia ,10.7670283,106.6386922,"https://www.google.com/maps/search/Ministop+-++C%C6%B0+X%C3%A1+L%E1%BB%AF+Gia+/@10.7670283,106.6386922,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","77B Đường số 2 Cư Xá Lữ Gia, Phường 15, Quận 11, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 6285
55,Ministop -  Bệnh Viện Quân Y 175 ,10.8164496,106.6776773,"https://www.google.com/maps/place/Ministop+B%E1%BB%87nh+vi%E1%BB%87n+qu%C3%A2n+y/@10.8164496,106.6776773,17z/data=!3m1!4b1!4m6!3m5!1s0x31752996cb1c03a9:0x5bf536fd3cd97bb!8m2!3d10.8164443!4d106.6802522!16s%2Fg%2F11vj6xbj37?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","786 Nguyễn Kiệm, Phường 03, Quận Gò Vấp, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 2817
56,Ministop -  Tân Kỳ Tân Quý 2 ,10.7985761,106.6139723,"https://www.google.com/maps/place/Ministop+S210+-+446+T%C3%A2n+K%E1%BB%B3+T%C3%A2n+Qu%C3%BD/@10.7985761,106.6139723,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b2d5ecd5969:0x2616307ab6825485!8m2!3d10.7985708!4d106.6165472!16s%2Fg%2F11kqrg8sk2?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","446 Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 8695
57,Ministop -  One Verandah ,10.7769014,106.748999,"https://www.google.com/maps/place/Ministop+One+Verandah/@10.7769014,106.748999,17z/data=!3m1!4b1!4m6!3m5!1s0x317525000c1ced8d:0xdd9e4e798fcefed7!8m2!3d10.7768961!4d106.7515739!16s%2Fg%2F11vpdlvtwk?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","Cửa hàng thương mại số SH11 và SH12, Dự án One Verandah, số 02 đường Bát Nàn, Khu phố 01, Phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 7816
58,Ministop -  Đường số 01 ,10.8824519,106.7425725,"https://www.google.com/maps/search/Ministop+-++%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+01+/@10.8824519,106.7425725,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","107 Đường số 01, Phường 11, Quận Gò Vấp, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 6390
59,Ministop -  Âu Cơ 3 ,10.7877228,106.619141,"https://www.google.com/maps/search/Ministop+-++%C3%82u+C%C6%A1+3+/@10.7877228,106.619141,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","5/7A Âu Cơ, Phường 09, Quận Tân Bình, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 7917
60,Ministop -  Vườn Lài 3 ,10.7878457,106.6309805,"https://www.google.com/maps/place/MINISTOP+-+V%C6%B0%E1%BB%9Dn+L%C3%A0i/@10.7878457,106.6309805,17z/data=!3m1!4b1!4m6!3m5!1s0x31752eabe7858d9b:0xff6810d747e66634!8m2!3d10.7878404!4d106.6335554!16s%2Fg%2F11crzwdzw6?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","221/40 Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 7927
61,Ministop -  Lý Tự Trọng 2 ,10.7742444,106.6950615,"https://www.google.com/maps/place/Ministop+-+L%C3%BD+T%E1%BB%B1+Tr%E1%BB%8Dng+2/@10.7742444,106.6950615,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f5ee2a6f757:0x231cc6dfc458fd6!8m2!3d10.7742391!4d106.6976364!16s%2Fg%2F11svfntrzy?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","101A Lý Tự Trọng, Phường Bến Thành, Quận 01, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 7827
62,Ministop -  Thạch Thị Thanh ,10.790455,106.6895403,"https://www.google.com/maps/place/MINISTOP+TH%E1%BA%A0CH+TH%E1%BB%8A+THANH/@10.790455,106.6895403,17z/data=!3m1!4b1!4m6!3m5!1s0x31752977661ab321:0xe94825b4124fd61!8m2!3d10.7904497!4d106.6921152!16s%2Fg%2F11ks077jsc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","55 Thạch Thị Thanh, Phường Tân Định, Quận 01, Thành phố Hồ Chí Minh",Số điện thoại: (028) 3535 8719
63,Ministop -  Nguyễn Văn Khối ,10.8451488,106.6515686,"https://www.google.com/maps/place/Ministop/@10.8451488,106.6515686,17z/data=!3m1!4b1!4m6!3m5!1s0x317529f2a90c65dd:0x1e4becc9eae70918!8m2!3d10.8451435!4d106.6541435!16s%2Fg%2F11stbfx6yg?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","220/82 Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, Thành phố Hồ Chí Minh",Số điện thoại: (028) 35357819
64,Ministop -  Lý Thánh Tông ,10.7670707,106.6274667,"https://www.google.com/maps/place/Ministop+L%C3%BD+Th%C3%A1nh+T%C3%B4ng+-+S200/@10.7670707,106.6274667,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f08c027c90b:0x54828d333b192a3!8m2!3d10.7670654!4d106.6300416!16s%2Fg%2F11st68zc7k?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","46 Lý Thánh Tông, Phường Hiệp Tân, Quận Tân Phú, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 9817
65,Ministop -  Đường số 28 ,10.8437927,106.6785195,"https://www.google.com/maps/place/C%E1%BB%ADa+h%C3%A0ng+ti%E1%BB%87n+l%E1%BB%A3i+ministop/@10.8437927,106.6785195,17z/data=!3m1!4b1!4m6!3m5!1s0x317529001bc1daaf:0xb594d98674f820e0!8m2!3d10.8437874!4d106.6810944!16s%2Fg%2F11stdssk6c?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","143 Đường số 28, Phường 6, Quận Gò Vấp, Thành phố Hồ Chí Minh",Số điện thoại: (028) 3535 7607
66,Ministop -  Đường số 59 ,10.8824519,106.7425725,"https://www.google.com/maps/search/Ministop+-++%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+59+/@10.8824519,106.7425725,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","83 Đường số 59, Phường 14, Quận Gò Vấp, Thành phố Hồ Chí Minh",Số điện thoại: (028) 3535 2965
67,Ministop -  Huỳnh Văn Nghệ ,10.8297189,106.636088,"https://www.google.com/maps/place/Ministop+Hu%E1%BB%B3nh+V%C4%83n+Ngh%E1%BB%87/@10.8297189,106.636088,17z/data=!3m1!4b1!4m6!3m5!1s0x3175291691bb0c3b:0x3184fba11b21278a!8m2!3d10.8297136!4d106.6386629!16s%2Fg%2F11kqrggtpc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","96 Huỳnh Văn Nghệ, Phường 15 Quận Tân Bình, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 9976
68,Ministop -  Thạch Lam 2 ,10.7780014,106.6248688,"https://www.google.com/maps/search/Ministop+-++Th%E1%BA%A1ch+Lam+2+/@10.7780014,106.6248688,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","280 Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 9529
69,Ministop -  Trịnh Đình Trọng 2 ,10.7756205,106.6368303,"https://www.google.com/maps/place/MINISTOP/@10.7756205,106.6368303,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f4fe6ee2313:0x6c3cda2241cdcb63!8m2!3d10.7756152!4d106.6394052!16s%2Fg%2F11tjzm689g?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","270A - 272 Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 9985
70,Ministop -  Bùi Quang Là ,10.8350651,106.6369839,"https://www.google.com/maps/place/MINISTOP/@10.8350651,106.6369839,17z/data=!3m1!4b1!4m6!3m5!1s0x317529fd3f45ac89:0x446f7a34c821a828!8m2!3d10.8350598!4d106.6395588!16s%2Fg%2F11jt4g1qq0?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","92 – 94 Bùi Quang Là, Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 6718
71,Ministop -  Topaz City ,10.8648534,106.8082382,"https://www.google.com/maps/place/Ministop+Topaz+Home+2/@10.8648534,106.8082382,17z/data=!3m1!4b1!4m6!3m5!1s0x3175270004299aa7:0x6027059844f6f3b1!8m2!3d10.8648481!4d106.8108131!16s%2Fg%2F11w3bv9qcq?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","Lô thương mại dịch vụ B1 tầng 1, Chung cư Topaz City - 39 Cao Lỗ, Phường 04, Quận 08, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 8677
72,Ministop -  Bàu Cát ,10.7906718,106.6437864,"https://www.google.com/maps/place/MINISTOP/@10.7906718,106.6437864,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fd8f8f5d77b:0x6be2f87b8e291eb6!8m2!3d10.7906665!4d106.6463613!16s%2Fg%2F11js_wyd24?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","307A – 307B – 307C Bàu Cát, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 9049
73,Ministop -  Tân Kỳ Tân Quý ,10.7978681,106.6134251,"https://www.google.com/maps/search/Ministop+-++T%C3%A2n+K%E1%BB%B3+T%C3%A2n+Qu%C3%BD+/@10.7978681,106.6134251,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","293B – 293C Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Thành phố Hồ Chí Minh",Số điện thoại: (028) 3535 5980
74,Ministop -  Phạm Văn Chí ,10.7680945,106.6336214,"https://www.google.com/maps/search/Ministop+-++Ph%E1%BA%A1m+V%C4%83n+Ch%C3%AD+/@10.7680945,106.6336214,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","220 Phạm Văn Chí, Phường 1, Quận 06, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 3427
75,Ministop -  Đường số 10 ,10.7532768,106.6248323,"https://www.google.com/maps/place/Ministop/@10.7532768,106.6248323,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d37bd48e7f5:0x8a79f93f7ef4be34!8m2!3d10.7532715!4d106.6274072!16s%2Fg%2F11s86f18rh?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","86 – 88 Đường số 10, Phường 13, Quận 06, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 1590
76,Ministop -  Thạch Lam ,10.7780014,106.6248688,"https://www.google.com/maps/search/Ministop+-++Th%E1%BA%A1ch+Lam+/@10.7780014,106.6248688,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","113 Thạch Lam, Phường Hiệp Tân, Quận Tân Phú, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3535 3498
77,Ministop -  Water Point ,10.8824519,106.7425725,"https://www.google.com/maps/search/Ministop+-++Water+Point+/@10.8824519,106.7425725,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","Tầng trệt gian hàng số 02, Trạm xe buýt và khu thương mại dịch vụ thuộc Lô MC5 thuộc khu đô thị mới Vàm Cỏ Đông, Xã An Thạnh, Huyện Bến Lức, Tỉnh Long An.",Số điện thoại: (028) 0916180127
78,Ministop -  Akari City ,10.7174051,106.6048175,"https://www.google.com/maps/place/Aeon+Ministop+Akari+City+AK5/@10.7174051,106.6048175,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d11b5c44b9f:0x7c85383277859d81!8m2!3d10.7173998!4d106.6073924!16s%2Fg%2F11t4cc6r10?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","AK5-00.01 Akari City, 77 Võ Văn Kiệt P.An Lạc, Q.Bình Tân, TP.HCM",Số điện thoại: (028) 3535 9478
79,Ministop -  Đường số 6 ,10.8825875,106.6601614,"https://www.google.com/maps/search/Ministop+-++%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+6+/@10.8825875,106.6601614,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","165 Đường số 6, Phường Bình Trị Đông B, Quận Bình Tân, TP. HCM",Số điện thoại: (028) 3535 7967
80,Ministop -  Vũ Tùng 2 ,10.8019755,106.6983945,"https://www.google.com/maps/search/Ministop+-++V%C5%A9+T%C3%B9ng+2+/@10.8019755,106.6983945,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","135 - 137 Vũ Tùng, Phường 2, Quận Bình Thạnh, TPHCM",Số điện thoại: (028) 3535 8575
81,Ministop -  Thống Nhất ,10.7907612,106.6311031,"https://www.google.com/maps/place/MINISTOP/@10.7907612,106.6311031,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f92998d25af:0xf5b0d3d5c081e93a!8m2!3d10.7907559!4d106.633678!16s%2Fg%2F11s39m5s_v?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","141 Thống Nhất, Phường Tân Thành, Quận Tân Phú, TPHCM",Số điện thoại: (028) 3535 8667
82,Ministop -  Lê Đức Thọ ,10.846327,106.6678692,"https://www.google.com/maps/place/MINISTOP+-+L%C3%AA+%C4%90%E1%BB%A9c+Th%E1%BB%8D/@10.846327,106.6678692,17z/data=!3m1!4b1!4m6!3m5!1s0x31752976c24363db:0xbec98fd9626dabe5!8m2!3d10.8463217!4d106.6704441!16s%2Fg%2F11syj81266?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D",527 Lê Đức Thọ P.16 Q.Gò Vấp,Số điện thoại: (028) 3535 5827
83,Ministop -  Tô Hiệu ,10.769923,106.6242643,"https://www.google.com/maps/place/Ministop+T%C3%B4+Hi%E1%BB%87u/@10.769923,106.6242643,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d0960436181:0x3d00848b49f7f57a!8m2!3d10.7699177!4d106.6268392!16s%2Fg%2F11rzs45rsb?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","57K Tô Hiệu, P.Hiệp Tân, Q.Tân Phú",Số điện thoại: (028) 3535 3317
84,Ministop -  Võ Thành Trang ,10.7913312,106.6473707,"https://www.google.com/maps/place/Ministop+Vo+Thanh+Trang/@10.7913312,106.6473707,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fea95c9df95:0x67ec8c44e6bb4ce8!8m2!3d10.7913259!4d106.6499456!16s%2Fg%2F11t6lbcklc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","120 - 122 Võ Thành Trang, Phường 11, Quận Tân Bình, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3636 5586
85,Ministop -  Tôn Thất Hiệp ,10.7611862,106.649705,"https://www.google.com/maps/place/MINISTOP+T%C3%B4n+Th%E1%BA%A5t+Hi%E1%BB%87p/@10.7611862,106.649705,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f791f966257:0x883f46f888ceff28!8m2!3d10.7611809!4d106.6522799!16s%2Fg%2F11t6y4n2vz?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D","282 - 284 Tôn Thất Hiệp, Phường 8, Quận 11, Thành phố Hồ Chí Minh.",Số điện thoại: (028) 3636 1876
